8719 25923
8544 3876 445
8540 348 -222
6566 6730 -604
7641 1764 280
2382 2307 -156
8519 1288 696
1537 8537 274
1634 903 -583
5249 1065 190
7942 4471 -969
6404 5700 174
6567 95 248
433 2919 -658
275 5016 266
4542 6090 -971
5363 1499 -585
8325 7890 -86
4172 1452 -343
8472 2585 506
3851 3501 525
1328 409 708
6544 8581 -932
1951 329 -364
1424 1837 623
4218 6757 -334
6876 3826 -198
8265 4817 -638
899 62 928
7157 2594 -388
8007 7245 -151
1649 1997 43
397 1200 -403
1436 1567 -504
3082 7637 -945
8240 4132 46
764 1423 -405
312 2781 402
6718 5347 899
1590 2298 -114
8343 4660 160
5554 6751 -396
6016 1593 635
6225 3319 -910
4464 967 -679
7279 2955 344
4159 8160 855
1977 6369 666
2362 3720 749
546 4606 33
1637 5651 -833
7698 902 -188
6970 5586 -455
7584 5269 -225
4664 7628 -551
6878 270 315
2467 1168 6
1880 1228 -224
4064 8213 197
3339 3211 -159
305 3225 -33
1892 2044 -200
7076 4665 446
2106 413 -378
146 5571 381
2930 581 162
4744 1535 -589
4835 1551 54
4332 1704 -207
5101 7110 -631
2853 3481 827
678 8442 -389
642 7613 425
4216 6113 175
2517 7105 -441
4952 6698 505
1902 1073 442
4677 462 796
6529 2012 275
3436 4311 26
5010 2339 592
7604 1821 -837
7267 4754 440
7762 2627 -947
7003 8111 572
2156 8384 -309
2389 649 -278
4836 460 -275
7505 6207 760
6316 1848 995
4814 2979 -274
7439 2774 -169
1523 8012 -15
826 7251 522
7602 5561 -873
4212 482 -774
7515 7362 359
4790 2939 -953
6840 3704 18
1216 7997 -472
2325 3105 -849
4984 4559 616
81 5552 -927
3486 6596 -124
2875 4166 -591
7726 5033 988
7052 1334 -494
7889 428 -215
466 7391 -763
701 2096 -570
6111 5782 274
3268 3016 -828
8651 5174 -662
7396 5876 -894
657 972 -747
5738 673 564
3087 5745 883
2208 2281 -304
6378 6199 -857
3722 967 28
8173 4557 -942
3481 1827 485
520 4829 -493
68 5927 -929
3275 2071 680
5516 7919 467
394 5001 547
657 4208 343
6188 550 -93
935 7804 -399
143 8399 -394
7167 2593 -137
8642 5124 82
4791 4578 -234
4505 7038 -774
8168 2073 453
5556 2297 756
6229 8276 352
4341 158 436
4688 4818 -753
4619 1187 -924
51 2526 -54
1795 5050 339
877 8711 31
2603 6975 531
8213 6211 519
4626 6183 -179
5823 5857 -30
2741 8475 452
2170 1543 598
4372 6470 -295
4010 5900 354
2084 69 876
8120 7097 715
4123 2741 -771
5832 8260 930
6685 8355 -16
8687 5025 422
5560 7151 687
3944 6118 140
1922 7992 -394
928 7415 -152
275 7818 -434
8510 6174 -92
8237 5024 838
2315 5027 329
843 564 939
4437 2459 983
5374 6023 526
7112 1672 -102
1418 2236 923
5504 7479 -34
4281 6042 914
6336 2078 300
7341 3969 -147
3214 5123 -504
386 3441 -450
3426 8574 -447
551 58 291
3467 1961 -398
3297 5586 44
905 3135 146
4732 8537 412
7426 8011 485
8490 569 -884
4292 6272 948
3540 5536 911
3076 360 -639
4623 5911 206
2329 2995 -414
7808 5235 834
1682 8506 -205
4815 2595 948
8085 1886 465
3957 3195 76
5183 1191 -641
4426 7395 401
5423 7438 -128
5518 5957 128
7506 2230 -265
786 1287 -632
8270 3816 718
5494 2227 816
8678 2654 -388
8340 5422 -344
3160 7352 -840
2835 602 -262
7687 2302 230
630 1239 992
5318 6929 -725
1530 515 400
538 8716 66
7128 8138 267
5268 8668 -953
6984 1034 -829
2987 6704 470
4519 6162 -324
3737 3557 106
1070 3538 836
5873 2742 923
5034 903 -292
8470 7901 -651
3102 2789 396
4435 417 593
7544 3429 475
7801 7311 -976
6110 490 942
4501 3140 -376
1814 6754 97
8218 5897 -233
2150 288 -344
36 5976 -730
4024 6454 489
480 4773 -417
2079 1284 410
7556 4636 -269
4319 5176 494
6429 3149 -186
2426 3 88
179 5574 414
6074 2547 924
2053 6449 -774
2038 933 984
8437 237 466
7285 5097 799
6143 6868 -434
8408 2956 -266
2546 2629 684
6703 5771 -449
4117 7295 815
3184 5995 770
5500 7944 -60
1308 7666 -962
5516 265 657
4052 3920 501
5935 2152 -715
3714 1932 -560
7121 5855 472
8699 1581 -509
1163 5006 41
1979 56 -980
432 516 -271
3129 3455 948
1800 3001 -708
6693 5193 853
3113 4951 -164
3368 6932 590
3463 6004 717
6455 2815 -223
5924 960 144
2800 5263 -800
7818 8351 805
1642 7535 -758
4749 4785 296
828 3918 593
6744 2722 255
2868 5645 233
4885 6688 796
5913 8575 138
6569 6956 -266
27 7518 443
6456 7894 582
3639 6241 676
1021 6478 -779
1689 8051 -957
3147 1185 116
1156 6286 -107
7405 7081 -659
4974 7126 -208
6982 8040 922
4763 7338 -864
7889 2088 90
7821 5953 -154
4340 5954 -507
7264 8705 -275
1230 6651 409
1636 3856 375
8471 5095 -996
6935 6490 666
8399 3262 -608
728 4068 856
5978 4486 532
2769 3480 946
4665 4700 470
1769 989 -824
8308 3141 -900
7164 1356 347
1392 3421 -758
8391 2706 289
4318 1069 -861
4241 4193 524
6887 5819 -346
8320 442 -370
7219 4503 893
8497 137 -470
7585 2473 787
4982 2742 114
3297 6071 -613
7933 2148 15
1333 350 -391
5783 5589 -241
6207 858 567
3094 974 403
1487 2855 -588
4077 7461 648
8632 6261 732
6654 3903 -397
636 1320 -178
14 1002 419
3770 8484 -77
1895 4301 -506
4672 2602 175
5955 529 -253
2186 3168 358
6709 8613 394
2148 2599 -240
1902 161 663
2342 4341 -830
2829 5534 858
2982 1879 -198
5890 8058 561
613 5891 221
7433 6347 722
8047 3847 160
5920 3621 -868
4689 6463 759
8289 938 394
5657 7416 -195
7883 2223 103
2679 3140 -769
3059 938 -96
7991 4006 619
5704 2340 -427
121 2922 -54
253 3169 394
452 2558 151
1888 7754 642
7955 8509 -574
3810 7117 -312
714 78 757
1867 5141 -933
4246 7418 907
7855 6616 494
1679 5514 -377
5355 347 939
1796 4751 -825
7961 5169 -420
4241 2997 54
8317 4354 610
8454 2386 162
3797 7910 116
1487 333 140
7475 2804 -703
7796 1697 328
3948 5951 810
5321 6219 325
4838 7225 -228
1972 40 414
4822 6881 -747
1106 2432 -333
3175 1475 984
4862 2763 -814
791 8588 -757
8529 7272 821
204 1955 -223
6530 201 168
1696 8337 -192
5916 4185 -782
5985 8453 -254
8680 6977 -261
5703 540 364
4968 6840 157
5772 2471 -670
1895 4903 -885
1263 6889 -341
631 6539 266
2366 3551 660
5376 4450 285
4397 3627 -488
1232 1943 103
6980 8229 974
3429 7509 -716
1301 7993 806
1612 3127 970
2711 4348 -701
7344 4631 -97
3748 446 237
4992 56 -282
3407 1582 -771
8239 1366 270
5311 1282 -571
5104 2214 366
4062 6138 498
8166 322 907
8025 3315 -416
2646 5084 -13
4219 6335 -138
5594 7610 -333
411 3634 446
4507 2012 -899
502 4846 575
6748 1836 -866
2024 6108 179
2035 8022 613
5854 5396 -761
2644 8473 364
8327 7757 808
8241 6917 689
5662 2359 -887
3719 2111 136
3142 706 683
2324 8190 65
3427 1216 292
2247 461 -545
4848 58 -542
8679 2196 665
8170 7878 761
170 4337 107
7647 3704 972
6190 474 -448
3946 5031 -578
6759 8496 511
8336 7351 -472
3154 6138 666
7159 6485 944
4130 4412 248
1753 2116 582
1672 5780 571
1807 1094 -467
4420 7400 336
1013 708 256
2213 3764 270
3497 2850 -333
1081 3984 -951
4263 1146 840
3361 6627 -422
3630 6440 -519
1983 5151 -603
7142 3069 -297
3838 8325 -385
1906 251 354
3253 3008 -179
8036 7620 822
4921 7440 382
3553 6549 -802
2404 4315 863
6086 4857 -807
8230 3149 607
112 4852 -629
5476 7342 -580
4784 295 -716
7365 8696 403
3986 596 -391
4061 2985 -474
750 1111 677
6238 7782 428
8181 3490 -584
6725 1167 -424
2420 259 -346
3900 7160 531
797 534 -903
4451 8133 -921
5406 629 -883
2222 1093 -894
5653 4860 -64
1279 7186 -877
3597 1653 608
2527 4387 112
7755 5496 -365
6881 6447 -151
2696 2901 -117
8301 582 -827
6213 4193 805
1415 7283 764
3917 1543 -230
3667 4599 -505
4522 8154 -309
6453 7095 576
8423 7395 128
5597 5287 556
6865 3880 -326
2643 365 -931
5458 4538 108
3243 852 -64
8176 5248 193
5382 1446 -237
1677 3809 143
6070 1291 553
7176 5860 484
8574 1944 675
3060 1119 706
477 4104 640
7484 722 -307
3309 5084 97
6582 6020 309
7300 4097 -404
4362 6144 968
6999 6172 366
3236 4070 818
5648 8255 -391
8014 357 -506
1807 4701 741
2085 2793 284
7094 3595 838
7913 8391 -616
3608 7837 638
6885 1452 -701
503 6882 -898
4333 1853 -153
7920 7578 515
988 4913 -884
3872 4637 -150
1733 4034 87
6901 5063 247
1433 991 548
4228 8485 -253
2971 5076 -394
8431 5991 504
3747 5905 65
7116 8151 -754
4825 4151 201
5967 4894 907
563 8466 -640
2040 3843 -869
4266 5896 205
3661 7878 550
3893 5910 -123
3867 4672 160
4360 2073 -321
8158 5053 82
3216 6772 810
1364 2061 295
944 5622 -224
4027 6161 -395
3840 4836 140
3284 4389 -541
6076 3362 200
2421 1210 -863
8469 994 968
659 3936 -70
1818 6938 438
491 464 -984
1374 2470 260
4639 1958 399
645 3183 316
4629 7774 368
1288 519 -101
3638 8487 557
6309 4529 233
2185 369 -760
8051 4352 -352
5210 7840 431
3596 8623 -374
457 5967 38
610 3452 261
1874 1185 -191
4059 7469 -431
7253 4325 -618
4575 4930 855
3539 7562 -699
2705 4705 -519
325 5015 -757
7493 5703 415
2439 3641 -648
2338 3799 127
6151 4958 -103
5488 1976 370
2580 5811 -351
6294 7313 860
243 1554 -88
6406 8616 263
5765 6650 353
7623 2463 421
1368 2300 544
3833 7127 605
53 8630 288
8498 1727 711
4845 7990 989
4760 479 -692
2329 4289 488
4272 5406 197
2277 8456 -350
2957 5095 -424
6233 427 282
7650 2188 -463
4398 2606 104
6180 2309 650
1700 638 -842
5955 3981 172
1133 1064 -868
2305 5357 -136
1104 7205 998
1247 3980 -48
3745 4965 566
1344 7759 -936
567 4182 672
4860 6896 694
2485 2140 -6
5158 4929 -915
546 827 -66
1380 4668 255
7389 2153 -740
3098 2116 497
7407 598 990
1950 601 -893
7701 8132 -435
8341 1790 410
1855 6673 307
213 6775 -56
2864 3823 474
4980 4289 -980
1791 4126 828
6907 6186 688
4733 6429 689
2664 2591 960
587 1775 -205
2393 1438 552
4355 2108 -331
6767 2421 -309
3504 6757 -612
919 6721 -132
5150 7173 581
5918 577 403
6732 5608 3
7662 3814 751
8198 4760 -375
3355 1574 -349
2151 4576 188
7666 8088 -302
721 7774 -317
7488 7589 -743
4439 6005 557
4926 2003 -517
2805 8572 988
8322 4370 -905
8540 6813 -433
2951 3191 -635
3183 439 -88
8554 3420 -455
321 7751 -660
2488 7132 741
5737 3174 920
3301 3876 716
3448 1326 -622
3316 4318 399
5945 2881 -476
8537 1862 197
4448 7510 876
1004 7636 988
7588 1169 371
3316 4855 -964
7061 6329 796
8598 6352 -63
3116 5351 160
1688 2677 -615
1041 6711 741
6558 7447 299
3003 5202 -100
5066 7531 136
3025 4915 224
4847 6937 590
2348 5666 -363
2964 763 -230
4104 270 486
7040 4723 389
5022 3100 -751
1894 5696 -845
5371 6817 466
2656 1807 522
1659 1427 -324
5243 6918 420
5551 2257 339
83 4946 38
8510 6109 997
7423 5203 -313
8073 983 -77
3138 451 -878
6894 8 -827
27 2243 467
8643 6254 -49
3955 6532 -686
6007 7422 950
6801 675 -558
1405 1208 -521
4353 6912 -850
5642 6428 -55
387 2847 -593
4709 4042 -80
4778 8143 475
1502 4480 430
2097 6375 -595
3934 5811 375
2536 56 -62
2507 4996 961
6542 8051 -745
7839 2339 -7
6769 6352 796
5109 112 -19
1369 548 180
4708 5616 -406
4153 4063 968
327 7308 538
2916 6424 -929
6631 5321 -605
5057 7521 970
1227 6273 -986
3137 4645 -189
2459 7903 -895
7704 7714 -933
4467 5137 231
1427 4372 2
700 3124 -177
8220 5226 -341
8372 708 -134
2688 4927 656
5422 7172 -11
6351 2563 297
4257 5284 -282
5384 145 557
4322 4326 917
7401 8565 -878
6203 8628 -725
8300 6296 -998
6210 316 338
1734 7509 977
7641 6104 780
4555 7817 -53
3645 2577 175
237 5619 747
8552 5504 -840
2522 3210 415
2567 4371 -754
6103 2456 188
7803 893 -500
456 3626 -681
547 2188 -884
1634 2322 -452
577 6584 898
7347 2129 -980
6216 63 -513
4861 7528 -367
773 942 758
5609 7730 404
2632 4516 362
4093 7969 526
2541 5679 -418
6425 24 978
2449 2727 621
7421 4396 -730
3877 8210 -659
7805 5412 -951
8558 5126 -610
3419 838 -130
5572 8285 94
7937 7656 473
8383 998 312
3823 2241 709
3566 982 -712
5413 8313 -150
5078 2862 -170
3616 6644 664
83 1341 -598
1523 493 806
3282 4632 -688
675 3937 600
756 691 595
8677 8586 480
3878 1682 852
3561 3197 -57
2986 6385 649
4103 123 867
1368 2293 -499
6479 3423 -823
1883 8292 32
2453 5505 346
4904 5028 936
7951 597 170
3258 4896 719
5085 7268 -923
7152 2272 689
223 7475 615
3098 5950 -121
3969 7422 714
8638 1043 1000
5514 5540 276
4989 7053 221
1003 2300 194
5689 8383 -65
6916 4866 -882
5008 2157 -300
4186 4798 -960
1397 7333 921
2830 4840 938
6554 6031 -333
665 1532 165
8545 5893 653
3356 8353 -25
6812 8191 -318
1561 7175 900
8377 3000 -956
4386 2123 230
628 7831 -14
2969 2910 246
6209 2056 695
3204 1321 -666
7638 4758 187
768 3074 618
8583 4492 -621
2369 1445 -458
866 1708 338
4670 7926 451
2885 2838 -295
1640 4040 22
848 381 262
7601 5638 -613
7810 1233 850
6573 2862 280
2321 356 378
1369 3108 93
5260 581 785
6498 2528 -930
6683 4055 988
2814 2280 397
2329 3323 -132
3233 5679 -63
6099 8375 -398
1252 7962 430
7245 1775 117
4412 8176 169
4211 8335 -501
7288 2579 294
4776 5137 104
3454 548 257
2803 6218 -140
6060 1869 -781
165 5751 251
7597 7905 335
1889 5473 -249
3084 7025 -151
199 1048 -946
896 1214 804
4219 2754 -958
3004 4590 -386
2797 7442 -742
2884 7422 -377
3239 7455 32
8703 5217 -149
4186 4421 -906
5873 3258 -341
7199 8081 -397
3193 2689 -275
107 3475 443
6430 2497 -549
1704 43 123
6953 965 -24
5587 886 -785
694 6446 -355
242 2604 -763
7982 8328 696
7991 583 118
625 2902 417
6832 4766 -878
2889 4152 -330
7987 2702 815
5349 1259 308
4987 242 604
6941 7924 435
452 4120 -501
1456 4895 -810
5748 4218 -56
6128 7247 -756
6952 1701 591
1747 3633 591
7404 2656 -98
3489 8007 312
6852 4938 890
3680 582 563
5761 674 -180
2740 5707 335
8505 6662 -15
4079 2731 -890
5676 3265 266
6034 3862 -605
444 8099 -786
228 5881 304
140 96 -981
554 8020 -692
1694 7776 -908
4181 4788 -463
2306 4709 -386
5421 647 464
1006 6582 -659
1139 7983 -383
5934 3574 -247
5927 454 338
7442 2778 -687
7810 1713 -233
3862 767 -280
7696 8328 337
4795 163 973
2994 5645 -472
6323 8596 518
7526 6833 -832
1375 6628 -376
2540 8485 479
8239 962 -94
2851 6965 479
7580 8406 -296
3177 7368 -107
3119 4544 207
5674 1593 -535
2071 7890 779
6441 6535 571
6737 2619 83
7337 3269 789
2116 1925 967
3840 6179 357
321 4205 771
2803 6392 -635
1002 2038 651
2839 7322 259
6925 6388 -324
5146 1970 -642
6247 299 -666
5369 8665 275
1815 7292 -24
6778 1498 637
1699 6461 -742
8429 5416 -180
146 6995 405
6982 8356 -649
7782 5548 -134
5379 7293 575
5936 245 -402
8581 7540 -27
3193 2568 -609
7970 7414 788
465 7443 -673
6266 8334 936
8279 4517 897
5088 8549 373
1960 7194 -457
5426 1838 7
3634 6249 769
3441 450 -992
4096 7580 729
165 1898 866
4569 6012 293
7076 7689 -388
547 8255 264
3603 7013 347
5387 3110 248
6065 1858 741
7257 3615 -228
1393 564 -243
3252 7569 933
7936 1854 189
2208 4715 441
5683 3357 -238
6273 5237 -246
1271 5123 936
6226 6005 -640
2326 5801 -925
5552 181 559
5963 3484 62
3933 6188 -359
7193 3144 471
2022 7720 612
724 2704 464
834 3846 625
464 4111 411
2488 2949 -874
7309 3288 -314
4637 5417 320
1141 2099 -537
2200 8148 -744
4017 4347 545
7807 600 822
8639 2827 -436
2980 4483 -936
5762 8101 950
630 4413 -833
4923 1550 -226
6387 333 -856
4345 857 -416
2739 2852 698
7743 8185 -152
259 1562 184
4248 8145 -241
5696 2776 234
4254 1860 -852
2764 6906 -229
5014 1383 672
2796 2077 355
2267 8192 677
559 2347 -637
5547 2372 911
3867 4094 759
1983 575 -12
7567 8069 486
6003 976 -956
3157 7758 -265
5957 7879 -698
2842 5378 -851
3885 1133 -389
3061 6986 429
6608 1351 -790
2609 962 -230
5522 8220 678
1879 5803 -332
907 676 -456
8094 3699 233
5378 2138 -636
8100 573 -613
6701 5144 -828
5364 1894 204
5809 2365 -617
3264 5508 188
3545 347 516
2469 315 470
4938 6716 -72
3690 4343 -599
1638 1931 896
3181 1658 -811
1995 2860 936
4766 4710 224
7301 3510 -99
6524 3092 181
6654 3 -727
8336 7562 -287
1026 6311 470
1925 6793 -23
8677 2451 712
1798 1526 -390
1573 2783 559
3676 2635 267
8562 8384 422
4148 7008 -671
2368 5846 314
7950 646 640
1405 1971 -14
2611 3524 -936
7281 3089 643
5110 2239 -37
7916 6951 248
7307 8087 765
654 6363 937
2267 3228 -871
410 1156 293
1318 3249 -150
2207 2222 6
6871 8456 -824
1715 6283 248
3394 1527 -825
2502 6274 748
6541 7552 -905
3083 5297 423
7990 6120 654
2203 2058 935
4340 3556 -688
717 1203 835
6415 2858 -967
5124 7945 786
5756 2530 -418
1264 1667 475
3624 956 -563
4929 2418 40
2760 2467 -258
3338 811 141
8065 4567 -243
2650 6310 738
1432 7470 -360
7229 2007 -38
81 5283 254
3334 6267 321
7811 8040 864
1966 7979 391
1553 976 107
1945 7428 -592
6467 6921 -104
1274 6978 -809
858 5043 -573
525 5009 897
6959 2206 -629
4844 8065 948
8510 8196 856
8498 771 263
3779 1762 -430
4025 7028 -639
4695 51 740
4773 8699 -566
7504 1297 -452
6253 6135 -398
2579 5977 587
5164 5036 -59
5051 3200 -370
7629 4376 -720
8487 3539 548
6655 5602 297
3460 2201 9
1176 4468 -288
632 3388 720
1802 5233 612
2246 948 404
4348 5916 112
4779 1050 -524
1379 2968 972
3066 3353 411
7595 3564 -919
1171 3179 61
910 6288 435
1734 3220 -182
5852 6355 256
1485 7611 47
877 1887 -576
3428 4587 968
568 1315 591
4384 6042 433
662 6198 949
3657 5136 94
525 4592 -808
7607 551 229
4709 3182 -807
7515 1601 -950
2292 4457 -440
307 310 612
6335 2191 -871
2877 411 868
2883 4165 743
5372 612 -20
5821 724 -765
6130 5145 662
7478 5033 -785
7456 6915 -654
5365 5513 -48
3676 8574 790
1188 2033 314
2249 1077 841
5958 710 -223
7193 1130 -489
3400 4706 -463
1155 7682 319
279 3434 388
5304 6470 -843
7055 5262 -491
855 4232 946
6412 6867 -455
8225 8710 -752
5518 5979 -518
7819 1265 601
7169 7334 -369
2966 2324 -925
6166 8209 -216
909 1681 653
1796 6615 53
3411 3527 22
7214 6107 -745
2601 7710 -889
5049 7613 319
8086 6951 -2
8024 5443 99
7446 8654 894
259 2108 -680
401 6179 -754
427 1283 35
5411 252 837
6194 1884 630
1412 3995 -120
2131 7678 -794
1339 2133 -818
5859 8022 43
5970 7939 -409
8175 7045 -627
6260 4001 -179
4698 4577 744
1246 5635 876
340 7904 379
1816 2356 988
4908 8666 846
4811 2586 101
6560 4537 445
5610 641 632
4740 5639 580
8605 7961 -15
2115 977 145
8251 8162 -672
6135 5338 -442
6729 2103 -227
2115 7297 259
92 6550 710
2641 1922 629
5751 8463 153
8697 254 806
5865 4887 203
833 266 -589
4523 5852 988
2470 5293 -103
4436 244 -641
6409 1124 936
8045 298 984
8618 7323 -498
7223 7750 390
5482 7460 881
5786 976 20
6318 7403 181
7553 5297 542
4213 6014 988
1349 3014 -552
3959 1087 622
5465 6001 -729
2421 4334 -308
3722 4546 -561
971 4617 -562
782 1913 -15
1856 8713 -290
7437 1347 880
8697 3751 -186
2115 8530 213
1568 7708 992
4495 7391 132
370 342 -361
6645 2477 -385
3363 5138 432
2415 4333 188
5938 4114 741
5314 2096 398
7736 6218 -632
4045 3654 512
5511 6047 -761
7195 2904 -374
6175 6267 -230
6558 6427 -181
429 4787 867
4494 7499 698
7601 639 707
7110 2750 219
6646 8702 -783
7242 6976 -534
3950 6221 373
3866 3469 971
4806 945 453
6109 2659 917
7980 513 45
3047 2616 403
7375 8328 713
4730 4264 -389
1700 5978 534
4903 6217 -28
6619 172 -639
3923 6082 190
1998 6033 682
5555 8202 -589
5 2007 65
4505 8184 -903
4778 7612 514
4296 104 -774
6906 5536 -315
1902 1958 796
6160 7410 424
5773 5219 985
4232 168 -62
6319 238 -535
4604 1020 -844
6420 1706 155
7964 8099 -409
7191 5541 -481
3379 971 -324
3384 4641 -774
1631 4144 344
2539 4873 -187
6585 5268 -209
8159 3777 589
6010 43 -803
1300 270 402
3930 3585 -413
2947 7883 -461
7366 2543 -11
4174 5805 748
6962 5169 912
5346 6076 -398
1502 6282 141
2905 3138 -746
3727 5569 -474
4990 8536 -945
4343 3550 624
4930 2331 -519
2786 678 -174
7940 2718 -753
7165 3495 919
8083 4151 -598
311 1931 711
1743 7634 -319
1355 7899 -21
3200 55 -993
1887 3103 140
5596 2285 751
300 1926 -677
1786 5655 105
3413 8254 648
6045 5530 -150
6260 5478 -194
7576 3532 939
4833 2339 -887
5955 993 -705
6529 5660 456
302 4629 535
269 2431 -84
2601 875 -599
5440 1871 746
1986 2930 -895
1663 1745 530
1424 1209 -837
2150 6123 -544
5622 2085 905
853 4397 216
1480 8484 54
4485 6117 556
5734 4864 -275
5921 3141 -922
7464 5717 -116
2954 4256 -1000
5567 2210 -846
4851 8514 -952
2800 3195 225
4357 8337 423
3167 3573 545
2201 8084 -136
3964 5839 801
851 4641 265
635 3744 -182
128 7372 -12
3387 8446 -232
4088 8279 -827
5110 5329 -292
2359 3478 -658
1611 4786 -985
736 7668 977
1792 2725 -814
7559 3656 709
3676 3104 -844
3249 2848 -56
5336 1255 809
116 7221 -270
4290 621 -808
6342 5366 -96
379 5191 -522
15 5734 514
5133 5372 -547
2884 2507 923
1770 7268 776
6078 2592 -113
8334 2099 354
2131 7240 -826
7490 3735 -251
825 6140 -235
2676 3297 -829
4261 3715 610
8429 248 494
1367 358 -519
6902 7481 -396
7759 3336 945
5734 3861 773
5216 3109 901
2755 4264 980
5537 2916 -659
1250 6461 328
5036 1065 380
1480 2989 981
5925 7178 -708
4699 7743 710
4096 1824 -757
712 2527 587
1897 1895 779
221 2834 -770
