940 928
536 629 180
550 116 614
895 876 -742
22 206 58
448 503 -935
424 637 239
309 750 -679
684 785 612
887 403 299
878 2 242
419 604 -792
665 221 472
448 32 -395
73 277 485
878 448 452
575 906 205
18 432 -84
721 550 30
142 849 341
417 183 792
757 107 -166
266 515 700
322 204 -482
715 763 -361
420 923 764
80 109 664
695 124 -683
110 705 -797
77 28 -102
36 417 882
504 143 -6
440 594 -927
109 805 41
278 1 703
470 588 -845
150 814 551
555 770 -863
931 236 -907
442 816 59
60 224 -41
904 754 17
278 896 -944
405 79 -142
272 14 -615
272 588 616
90 353 -240
423 106 571
340 606 -978
546 476 -808
141 167 -713
458 557 302
386 925 -982
142 590 246
217 91 -523
167 80 331
215 63 306
38 429 -788
185 858 103
932 350 -865
940 892 -206
370 122 -879
759 847 -266
337 443 451
631 202 -148
758 617 -765
544 674 -399
689 605 149
449 350 -807
604 898 52
798 830 475
230 848 -434
343 266 275
125 191 396
263 230 158
545 500 396
72 873 977
6 696 531
322 401 -528
531 35 132
760 197 824
902 404 -345
471 122 885
465 890 -579
68 489 232
284 873 687
161 561 576
930 843 -620
930 575 -882
146 294 194
348 574 413
418 665 793
486 907 -26
511 77 -358
605 128 906
587 687 903
269 163 620
390 78 335
555 29 -951
538 601 -442
334 146 544
321 710 -452
254 44 969
472 409 -774
175 83 946
87 263 101
124 793 727
366 321 -973
373 590 192
836 458 -615
654 245 -845
291 899 -887
786 721 -51
326 792 -196
361 403 -437
50 793 600
245 711 -657
70 12 450
749 216 562
34 831 -237
4 233 13
232 218 246
223 89 -218
379 344 -12
704 652 -432
283 620 -946
23 178 -314
661 432 -533
274 617 770
409 918 366
579 221 -619
571 411 -348
856 523 -151
34 165 -741
504 372 264
112 482 207
266 68 600
810 167 71
493 226 -743
200 319 669
138 574 -440
654 560 325
827 209 -435
212 558 985
832 877 -710
235 684 -799
846 265 -698
779 742 118
660 767 453
909 937 -533
431 488 -127
552 698 716
258 30 477
794 272 -996
194 135 -984
269 881 -750
623 193 -890
246 2 -122
442 763 -700
574 629 -823
168 222 -421
536 281 -63
287 235 -333
810 163 883
710 620 735
698 650 -662
502 301 764
788 442 501
666 667 33
736 939 436
860 558 787
53 598 281
550 283 14
407 608 -624
579 70 -400
435 529 -745
132 66 -998
414 846 -90
156 823 -768
720 910 -446
677 549 960
226 529 626
395 362 735
440 632 -589
570 418 -764
794 44 -633
136 199 -717
799 194 293
632 290 -905
287 159 -199
623 85 -837
117 228 -503
596 892 -619
132 439 -792
417 553 -655
56 89 -755
413 276 146
687 101 -480
253 734 -441
744 616 -646
638 294 -425
651 309 761
415 479 224
607 567 -639
160 265 791
520 480 -566
822 616 -35
652 917 -791
697 94 -956
373 383 -573
540 804 665
729 379 -281
780 491 -319
568 659 -383
51 439 985
808 135 7
53 808 -684
772 76 390
856 640 951
49 171 -336
923 185 -743
728 477 999
185 850 386
347 331 611
855 838 -246
243 898 71
272 162 -22
146 307 390
634 449 906
365 55 -149
15 150 -876
133 846 -660
174 556 -689
9 457 905
310 175 -239
582 777 136
772 271 267
25 782 -252
437 585 -503
48 55 -421
410 99 -202
191 422 -302
539 495 201
850 443 951
919 22 -528
571 877 780
283 624 -802
737 906 -853
491 560 -548
681 311 -566
231 591 -897
823 97 989
558 573 602
11 505 -83
52 164 -803
232 495 798
331 761 666
770 885 -477
103 500 -48
7 50 642
499 246 431
424 315 838
358 570 -452
194 347 -548
787 118 169
236 899 620
619 375 -70
97 36 939
770 180 -917
376 790 606
760 237 -570
457 544 -569
859 919 -881
418 618 579
253 886 790
922 593 106
417 360 99
761 512 -732
28 292 -134
676 97 -800
336 203 825
372 727 -148
21 460 -437
203 661 3
442 526 92
872 670 731
750 596 -584
811 209 -317
644 572 981
360 866 -76
69 710 750
193 354 -606
366 52 -755
764 137 523
930 606 -259
207 679 604
715 110 -300
164 564 -858
81 889 369
17 881 663
200 362 186
506 763 -538
787 829 586
701 863 -551
851 752 368
461 878 -889
700 92 -63
159 553 327
108 566 -454
934 455 -803
711 181 -319
510 620 -723
30 353 563
443 318 602
795 250 -838
552 11 -219
810 800 354
176 521 -225
249 905 -145
721 819 26
452 19 856
743 49 753
460 265 -737
881 798 -966
392 836 671
177 736 778
741 610 642
341 159 -283
201 594 -960
829 512 -739
182 782 265
861 625 -452
360 376 712
54 721 364
422 667 -859
200 181 -352
