17
801 868
423 649 -242
546 418 41
212 716 -848
349 320 -215
241 485 -185
648 630 -326
400 721 332
755 89 524
213 672 628
656 217 -663
764 239 149
269 634 321
647 184 -296
234 747 -433
595 50 568
279 770 182
658 129 269
32 334 515
518 449 -54
184 191 -487
761 103 -601
439 81 -425
729 70 389
408 65 -56
211 703 646
625 441 -681
124 702 -804
273 500 -694
110 50 -934
570 701 -280
784 255 -986
148 358 918
216 22 -613
90 623 -959
778 24 162
8 271 519
168 152 -425
81 688 105
289 574 686
580 55 714
318 767 -823
140 519 -468
129 333 555
558 625 599
554 673 650
43 10 -156
578 8 803
597 7 790
233 516 509
498 662 491
673 660 -803
105 524 964
179 703 -997
714 647 -113
695 229 341
349 401 -78
384 767 -673
646 229 884
319 720 -731
498 607 390
79 687 -62
120 718 -616
159 488 127
793 46 -618
43 144 -116
750 748 -938
702 17 -880
184 40 -690
401 405 -405
409 632 790
658 280 298
196 127 65
312 23 -108
799 559 969
18 306 -792
7 571 -545
272 441 -846
316 669 597
187 55 -620
200 564 -805
583 2 817
367 454 -129
588 391 733
126 531 -386
376 529 266
147 513 334
336 673 -4
297 294 -719
628 111 -935
303 173 -449
176 266 -226
131 356 114
105 593 156
345 55 -578
580 222 907
419 460 -69
98 290 456
171 623 -861
544 34 -252
328 68 503
227 784 -69
195 149 -15
276 290 620
537 197 -245
473 101 12
358 195 -775
145 77 973
93 250 -549
437 655 -390
576 722 -979
598 525 365
472 637 475
459 400 868
248 626 320
472 247 798
108 384 813
228 273 140
33 417 467
732 30 835
247 448 -224
787 481 703
603 297 -463
622 377 -837
212 171 -383
694 456 -207
740 799 621
734 746 425
100 544 -417
580 541 -661
713 643 -482
314 73 806
399 371 -143
192 392 132
520 144 -563
358 720 -375
198 796 -750
527 789 641
694 71 351
171 535 487
206 84 628
190 403 -396
207 420 -286
645 683 -900
349 217 -711
200 145 931
761 156 772
63 436 817
399 629 423
44 162 -126
369 540 -720
332 231 -269
670 300 -45
724 27 -469
444 774 40
282 463 839
285 538 425
718 380 -316
674 587 948
410 401 -88
538 761 -467
437 285 -49
165 665 277
549 796 -335
1 149 111
120 672 -97
107 341 -412
673 350 538
9 168 214
227 6 -859
514 282 -810
493 398 -96
551 416 635
712 555 975
60 189 -776
668 277 -861
11 45 -575
451 526 731
766 793 -935
182 372 69
647 451 754
453 85 -164
768 409 -220
392 659 -951
83 203 -341
669 55 590
190 22 -700
484 27 795
63 57 -249
419 280 -519
72 752 810
207 306 804
451 751 -654
347 733 -217
115 323 106
646 40 -700
114 457 -372
157 399 951
519 87 994
758 753 759
658 602 -303
425 619 683
630 278 -204
298 758 -254
703 543 912
46 229 -904
189 254 -271
762 511 -880
258 250 -276
769 324 696
771 336 100
314 83 175
148 528 -323
538 507 -977
204 507 -436
445 163 298
105 629 -626
81 226 570
35 278 -712
285 293 -315
644 203 -977
745 525 460
629 358 484
454 206 513
581 793 529
523 349 -549
432 13 -5
559 244 -197
460 727 -888
140 344 538
138 587 706
113 502 -992
77 256 -924
492 270 839
498 790 -113
654 207 756
103 498 490
242 135 -982
262 143 678
786 599 742
543 487 948
671 418 618
348 489 973
586 639 322
728 152 911
795 708 675
28 153 -782
784 40 -805
667 85 988
431 463 778
415 66 812
134 179 -148
770 272 435
429 764 926
570 152 119
216 630 -728
430 768 170
570 386 211
587 762 -137
388 44 500
582 556 -369
603 519 -525
436 85 550
190 315 -916
2 500 -368
535 742 -924
380 15 814
161 403 -738
766 787 -323
479 441 -737
651 296 557
15 168 -146
716 336 -69
177 301 -558
609 199 -162
753 651 -948
656 498 -648
449 760 -358
334 317 552
424 564 -218
82 349 -647
252 208 -956
143 546 -705
331 34 -389
759 569 -264
121 542 -91
764 274 -194
113 776 35
636 97 339
382 340 414
269 138 253
8 35 -27
435 412 805
436 720 -160
751 380 -18
748 10 -372
45 708 -3
124 556 385
156 403 -302
434 3 -641
687 132 346
385 142 437
128 444 -745
486 250 -867
29 576 -914
21 254 -995
117 273 -567
423 645 573
216 116 178
451 768 -519
461 518 439
144 16 267
636 142 646
547 357 845
74 475 246
296 705 -168
131 50 660
629 103 -750
760 290 -571
454 608 -756
149 76 888
643 668 453
175 502 193
281 678 167
735 195 -237
267 705 -484
420 775 560
469 654 273
796 2 160
330 51 640
253 127 -364
781 84 -488
472 188 214
674 746 -567
97 486 -467
789 118 328
730 443 -454
517 25 464
134 459 996
503 658 -889
392 151 564
114 767 -971
658 745 -38
751 123 -217
54 798 34
639 514 973
727 776 850
783 697 -330
794 782 -322
308 605 -167
464 67 -647
118 284 -735
517 260 6
74 250 657
99 294 -104
242 218 348
641 302 818
461 440 267
516 60 -836
600 308 97
767 105 722
439 692 -552
323 717 -532
148 299 400
122 491 671
720 729 -717
22 52 309
756 100 -375
695 57 -949
79 180 -165
729 439 131
156 108 -8
9 293 100
89 19 336
529 55 166
203 7 -314
176 347 -336
413 785 626
687 433 304
389 240 236
466 696 -567
187 708 854
527 269 855
235 135 -962
187 133 378
332 672 147
628 74 709
440 198 -319
95 213 -111
270 739 -411
364 482 -892
624 510 -525
628 746 -190
483 666 -646
307 156 -997
675 688 -751
229 337 894
137 696 188
512 592 474
633 1 -325
569 152 432
464 52 272
531 184 -457
687 354 800
202 525 807
321 432 881
120 327 124
479 765 -649
590 318 892
780 13 -580
533 136 -97
210 17 -282
448 464 -6
554 156 -20
472 173 -462
581 741 813
26 643 632
759 685 -939
137 43 -783
271 593 -324
363 510 -295
722 158 549
151 372 896
174 187 781
353 306 -67
704 239 -852
705 123 398
37 186 547
512 498 -805
526 612 521
616 644 108
128 561 -580
274 506 -730
321 112 152
192 604 829
31 704 -728
308 727 504
158 324 -794
540 562 241
25 336 -365
174 639 -441
630 228 607
40 589 -235
371 215 219
790 662 -313
220 512 696
153 340 -55
114 743 -393
600 647 -316
488 246 -388
595 42 -787
528 398 -903
506 359 -143
594 619 930
278 57 -608
434 83 76
197 595 -652
116 548 -765
324 187 -483
414 270 -870
93 717 399
208 681 488
509 13 564
452 46 72
757 572 289
568 307 -202
202 341 -853
779 395 -449
495 173 -852
347 68 6
123 408 -248
510 426 216
529 498 931
9 756 -764
177 695 -47
94 758 499
582 426 568
314 5 188
385 601 -643
286 308 -570
698 394 -911
298 93 -652
208 64 -333
236 500 -772
610 14 973
628 449 493
141 251 -524
469 478 438
324 273 824
564 129 93
701 212 -135
191 725 -16
31 626 -480
460 44 767
51 216 -447
251 85 -585
520 686 -910
109 727 502
354 59 732
8 797 835
591 181 -726
489 240 -322
555 31 694
766 751 285
14 775 -68
54 443 -737
543 75 -928
601 45 -314
65 379 -435
638 277 -708
421 621 -210
88 350 63
136 620 622
480 737 -526
461 549 520
292 288 997
553 324 670
298 61 -593
386 347 -730
616 348 724
393 629 -259
690 151 366
654 313 10
174 470 -527
712 407 -511
738 386 -898
469 691 464
692 567 269
325 426 -502
451 319 -170
603 510 65
306 177 -160
697 248 920
172 795 647
755 349 -584
312 602 4
643 80 907
651 40 -841
153 557 -575
72 518 -118
110 257 -310
753 509 -31
484 294 -44
554 471 -782
85 681 -70
406 590 333
205 105 -407
670 107 -494
380 789 537
477 519 -532
497 682 0
219 705 928
655 269 -60
714 478 463
458 750 -52
6 101 346
135 372 307
299 692 574
687 507 116
606 558 -84
182 692 504
29 142 -365
576 532 148
429 126 -195
550 29 -965
762 260 643
623 109 377
104 719 -694
601 281 -779
612 23 637
610 525 -401
495 90 -454
442 324 -188
466 182 942
796 503 986
564 512 294
150 256 63
722 561 -714
237 372 549
594 146 -746
237 239 -668
235 163 64
201 712 -226
770 143 -84
48 285 -875
617 39 205
700 208 -173
179 356 127
622 761 -788
536 369 930
134 400 -994
65 316 280
218 537 -553
429 205 -901
303 502 -941
681 316 -504
169 29 376
214 97 -609
324 55 -863
660 697 434
551 255 -649
640 588 -402
253 487 412
233 786 -462
299 512 561
787 463 -189
562 645 255
65 502 -960
255 413 806
243 234 485
446 349 -728
443 107 -171
741 799 -980
182 324 527
89 204 -739
758 58 -902
232 168 -710
189 46 198
30 494 -340
95 56 962
289 349 944
35 568 -997
485 365 -191
700 539 -658
227 763 884
47 388 -441
485 656 952
347 332 328
161 382 -786
636 267 -434
697 489 -586
616 763 999
305 11 -694
270 750 -783
393 22 581
766 312 -335
596 356 -131
737 161 771
662 110 179
623 725 776
83 275 -145
304 736 -876
301 403 314
290 316 20
647 418 -731
294 360 -121
216 20 -809
276 434 878
195 80 -567
522 243 132
199 506 639
215 795 -807
664 39 -128
532 288 503
79 186 181
654 631 -764
672 746 -363
377 107 -277
684 754 869
485 675 600
131 256 692
238 82 -886
673 188 229
408 49 118
79 181 498
282 753 -364
198 154 774
57 676 -106
624 390 -678
715 168 -466
737 673 -682
224 643 -754
458 705 -445
109 598 858
341 289 -84
35 612 904
156 322 -2
153 276 -272
423 14 367
801 154 740
777 95 -554
205 55 -866
184 177 480
233 711 724
710 645 704
14 247 924
250 289 205
624 81 -129
666 694 714
218 272 877
776 636 86
294 289 110
395 172 889
195 369 -43
550 752 983
533 401 -138
476 767 1000
510 181 983
229 156 -825
805 836
780 743 584
736 417 934
777 225 788
457 315 301
712 565 517
480 614 46
122 282 -58
572 571 -254
372 238 -464
359 30 369
329 420 90
496 264 -147
134 284 715
248 81 -273
495 546 -446
358 58 250
155 81 837
646 710 786
613 128 -426
678 622 -257
95 247 644
680 110 225
71 35 203
295 650 608
163 159 806
672 716 -735
712 331 893
720 140 -179
208 672 -478
227 678 -971
271 543 680
36 466 894
24 729 -722
297 57 82
644 768 -991
538 704 -852
216 6 -27
21 281 -334
133 342 -219
590 779 -805
300 105 382
735 398 546
651 746 445
15 602 -699
346 664 233
389 643 750
647 146 -244
632 770 -72
265 100 193
464 444 -419
333 29 -3
659 432 -685
262 797 -516
803 710 -309
744 16 969
69 475 720
392 518 27
387 698 -170
561 444 314
750 395 706
280 274 766
329 576 116
99 633 -173
385 688 938
275 100 -856
337 187 -676
529 283 -105
47 20 -213
549 106 696
40 42 -373
558 789 -200
271 28 773
631 741 -705
671 233 -268
456 614 -267
361 147 276
212 684 -219
716 68 -659
494 634 104
14 415 -296
470 72 883
195 223 196
673 691 279
328 234 -777
453 661 594
767 502 931
333 570 816
321 255 20
137 83 -621
682 696 238
77 124 -40
18 772 -357
526 668 -971
651 268 463
720 60 124
343 505 599
491 572 785
49 275 795
50 564 -6
172 507 103
465 658 240
507 520 -469
541 136 383
567 143 -122
485 583 -573
375 129 168
342 40 283
688 320 961
240 571 569
167 181 571
209 83 -866
200 679 -114
63 357 -563
701 6 -392
48 164 863
311 321 -374
426 272 767
731 53 394
286 438 -270
225 354 -532
739 667 603
524 85 -28
49 777 -243
535 79 0
107 233 -436
177 88 575
494 307 836
357 371 808
135 547 735
724 754 396
425 485 -283
674 388 919
203 212 -896
575 181 -942
607 395 -7
406 679 119
426 518 198
484 352 -45
341 522 -16
703 340 374
503 494 315
491 103 602
646 375 268
63 32 21
620 726 563
264 687 709
403 171 525
191 517 634
780 709 675
209 183 -254
793 27 0
240 514 -68
293 289 968
466 706 -236
381 741 829
403 132 51
544 258 -164
218 263 -875
298 563 -984
5 228 835
746 357 548
562 490 328
191 59 314
441 549 -475
186 794 -473
628 126 111
331 359 -256
580 739 -830
87 331 -82
37 616 380
499 519 -368
98 628 -619
177 617 377
624 59 -849
378 396 -915
649 662 575
708 456 -524
675 779 503
475 39 616
650 13 294
307 8 -574
370 762 56
464 370 -793
712 788 -653
53 151 -15
81 472 371
504 635 -590
732 774 -211
770 394 -979
469 324 465
457 586 695
798 674 -462
256 92 -598
226 619 -381
763 788 -766
523 799 634
324 409 -774
758 665 -641
622 359 736
618 534 790
351 745 501
490 559 -739
708 110 -106
278 804 -660
777 476 321
579 23 -456
621 614 674
744 229 -429
125 517 535
568 767 -430
291 752 634
154 482 604
773 504 568
799 157 -989
128 773 539
215 716 466
445 647 -631
267 573 533
765 342 -224
594 583 390
639 376 391
285 95 464
298 117 -945
543 501 -549
804 221 -838
725 219 -485
138 48 203
792 795 457
319 718 560
42 536 428
500 593 265
772 773 -700
520 585 863
710 775 806
790 5 512
262 547 -752
125 310 -761
294 416 180
367 79 -736
309 783 -652
556 229 231
631 798 -164
19 115 539
13 402 -897
750 569 120
500 344 738
422 48 297
154 476 -105
644 551 23
641 687 -672
448 172 -461
482 553 965
378 364 152
715 617 -441
206 283 220
343 544 -201
289 744 299
90 93 229
388 331 -222
550 425 -671
64 97 -375
250 607 382
208 790 -432
201 89 -296
620 124 521
17 67 986
538 554 -688
594 798 973
726 612 -851
566 671 -541
589 96 471
367 271 515
767 545 85
740 166 -143
530 441 434
654 221 160
505 293 213
548 208 -483
296 20 480
702 414 314
745 271 -557
127 701 -433
114 78 573
330 405 -62
545 459 428
682 360 347
541 42 -151
741 471 -145
355 548 16
256 490 237
504 593 -173
190 334 257
349 140 345
584 404 -687
589 238 359
358 465 771
389 375 -386
437 649 917
124 122 -486
290 449 -454
32 135 563
23 370 -420
733 678 529
719 611 -139
426 2 -318
565 40 710
224 789 874
33 70 609
293 93 397
266 414 -409
481 283 -808
100 71 641
70 300 141
764 405 -858
153 197 2
224 548 945
586 25 -193
733 712 221
396 361 -478
429 650 -208
138 46 -576
9 35 -63
331 407 40
485 79 964
334 657 -360
580 351 -98
30 437 237
675 206 452
94 216 823
682 455 5
648 406 941
121 526 618
377 80 54
802 613 433
118 755 90
326 617 887
716 409 -40
56 471 -356
538 148 -407
184 632 -996
58 424 -131
410 599 165
553 439 47
786 19 221
556 725 -384
182 132 -938
334 123 -50
73 554 -928
668 312 -607
624 736 420
102 157 -55
33 224 812
156 63 -794
110 522 247
418 601 935
700 122 -867
312 501 976
281 87 -312
374 501 -233
69 246 448
131 242 -191
207 659 95
171 417 -202
659 248 640
712 352 -160
531 68 482
257 236 -357
249 629 -575
762 234 -311
203 206 166
407 473 -960
704 105 385
322 697 254
387 731 -481
231 185 -946
308 404 -387
427 423 276
307 9 807
622 610 16
732 263 -593
711 29 -381
184 347 752
484 627 -825
737 519 -298
309 342 196
147 130 -302
6 517 704
177 461 -588
460 31 24
150 148 -973
225 162 -626
171 555 853
251 450 -684
373 805 -671
390 164 -446
157 466 -992
744 149 759
576 177 -46
319 343 -544
545 98 71
175 389 -182
21 34 -472
291 410 -597
611 356 -434
791 169 -526
411 197 -720
692 393 59
560 669 -191
75 645 327
636 290 -834
305 171 494
663 72 -245
487 475 -57
426 14 839
712 617 596
789 561 -22
563 402 -911
520 360 -383
116 473 -173
372 641 377
204 771 266
100 728 -721
277 575 148
463 156 -695
380 631 591
306 316 222
170 574 -882
30 230 467
744 361 -426
654 319 687
137 641 -688
441 257 249
106 724 -178
28 258 331
66 468 557
104 111 437
72 7 -226
379 707 -417
371 139 705
105 45 751
63 599 534
376 416 -102
11 739 773
738 119 -512
333 31 812
214 399 318
417 315 411
137 432 -165
803 638 286
765 63 154
577 500 -987
277 506 -100
11 533 252
194 561 219
784 779 -50
610 602 -192
58 233 -723
415 459 -819
517 595 765
179 788 -731
528 6 -542
172 228 -614
556 569 406
672 791 873
302 737 908
511 568 137
110 754 453
602 153 703
615 569 -923
765 538 -418
690 120 -816
567 42 601
534 377 -961
793 553 -686
483 308 -589
16 303 490
283 408 -935
693 610 -987
32 384 191
681 440 887
431 97 -408
167 476 -496
486 518 462
724 221 -217
678 549 484
629 283 778
709 515 -510
254 414 -208
312 783 924
667 155 895
21 231 867
726 628 -14
208 465 636
22 718 -984
74 339 -698
463 396 536
510 596 296
401 575 458
267 784 -826
294 264 -126
482 165 -7
466 282 -123
740 349 867
457 312 -483
445 400 324
670 703 743
776 64 711
558 53 -238
618 440 -74
488 558 35
472 208 -554
763 674 -891
248 552 -678
347 695 186
92 54 707
233 662 -299
654 767 899
628 749 524
35 583 -754
158 38 513
579 430 126
188 319 -731
477 345 617
627 801 -212
489 784 840
381 78 353
552 805 -972
482 434 751
570 66 200
260 289 462
775 509 -888
764 784 -370
510 292 -508
211 591 786
588 110 -492
649 284 -352
197 407 -193
195 452 -757
74 436 -977
73 581 333
536 89 -53
112 545 -276
388 110 192
362 164 356
488 388 186
378 127 303
602 584 -165
402 32 705
237 40 -624
375 527 245
123 231 -154
673 506 -352
467 278 -587
35 397 673
781 134 -880
128 540 -788
222 754 553
450 749 879
116 729 -117
339 291 -721
680 708 695
208 332 658
793 624 874
581 280 897
404 292 -716
462 152 350
150 305 943
225 96 -410
745 43 -549
488 250 -138
654 692 -505
557 1 692
278 713 916
556 234 -300
438 190 -196
710 624 -465
562 185 -37
445 393 696
386 442 465
449 83 525
127 775 97
415 70 834
215 510 670
275 730 -135
189 592 -589
587 58 -762
599 200 -615
289 452 988
73 549 -100
296 418 -399
41 296 566
32 297 591
232 770 -9
462 736 -452
360 600 -251
784 568 -904
349 77 293
18 194 599
204 446 -766
651 133 -348
574 532 371
243 739 -455
158 393 -319
38 682 -259
52 253 928
303 125 -777
561 737 918
80 87 -415
573 320 654
196 456 -794
398 239 -619
311 537 -220
733 393 -428
173 246 439
500 637 -786
64 506 -790
136 791 -812
217 33 168
374 39 -109
731 471 -383
138 694 281
516 323 14
490 305 -471
187 447 179
640 245 -290
768 416 641
78 756 -789
600 786 644
365 711 -554
105 176 -141
266 775 463
575 446 -516
478 637 -452
166 718 449
484 316 999
613 316 381
611 112 -283
96 775 -206
307 392 -485
256 99 -500
707 579 684
8 352 -413
638 376 -598
92 551 792
525 530 69
18 460 678
731 236 -264
269 463 -964
93 40 -621
628 617 462
279 94 -533
682 357 -466
348 119 619
453 578 326
390 306 135
41 16 45
690 472 -405
251 763 733
146 479 -491
88 363 -647
240 4 -495
66 483 980
653 727 -422
69 201 -138
239 423 -872
656 672 551
624 760 -712
757 518 625
438 579 -873
624 321 -573
678 2 -73
12 783 439
177 614 -96
204 693 -944
321 171 -263
270 25 -150
106 713 -779
732 186 133
601 56 27
251 469 -447
179 77 916
232 345 492
159 724 859
487 193 894
748 116 -300
641 132 388
282 444 -737
147 562 24
365 238 685
698 713 -212
563 743 444
83 111 238
186 153 336
794 387 859
614 663 963
208 450 344
7 555 252
767 411 785
442 615 609
631 531 -274
686 466 -439
623 483 -1000
263 767 703
170 300 -125
203 262 -486
345 29 998
595 637 251
601 282 203
643 647 767
697 4 -290
232 559 803
335 81 -791
643 631 658
198 523 -868
609 691 -140
580 131 -322
804 748 289
506 92 916
502 49 -898
657 21 -913
768 99 778
490 75 -45
727 127 -63
347 538 758
224 74 -101
130 532 -826
550 258 33
597 790 20
380 59 -509
634 208 763
264 539 319
225 59 443
327 77 -161
595 201 -936
238 344 591
597 191 58
556 611 -198
658 665 -189
16 102 25
199 451 -28
477 59 -71
347 449 518
571 65 -556
97 779 -355
672 506 -517
411 459 -5
196 303 23
264 525 -857
455 189 -147
406 97 67
538 234 -27
776 220 574
112 161 644
566 521 209
623 695 -553
196 275 -677
726 271 48
394 787 742
288 745 -400
219 542 385
751 792 -920
37 409 -964
529 532 -680
49 594 -301
792 268 165
371 168 -958
133 1 212
717 420 -292
89 561 -980
373 427 -494
617 142 143
28 657 -165
695 185 -915
336 413 -992
228 263 542
561 698 -223
165 407 -155
639 218 496
148 390 -898
312 565 57
704 22 180
719 43 -894
152 580 -406
297 305 -757
316 104 628
716 673 -888
169 142 -41
244 660 685
486 363 425
503 511 294
386 108 13
351 348 843
609 370 -926
2 351 696
145 119 560
452 804 -771
397 779 826
87 360 868
710 353 -897
426 497 -11
737 66 -676
33 404 28
64 359 592
335 429 -917
510 444 -882
694 783 -491
780 681 290
51 17 203
105 654 105
618 534 -947
171 586 539
386 135 -794
580 166 436
345 155 996
82 770 753
609 5 652
405 401 813
456 638 294
50 397 688
767 586 234
653 23 580
213 112 260
546 95 459
150 425 432
709 463 96
275 318 592
8 633 -798
120 11 -245
531 41 511
12 77 255
639 474 -429
784 312 -364
628 58 -792
556 75 -454
281 307 75
623 83 -690
998 933
382 660 -809
857 747 -784
549 678 860
805 685 -155
538 331 -388
329 454 -654
488 998 45
779 21 192
263 336 -690
578 121 721
224 733 810
160 310 327
642 669 -198
116 105 755
152 113 -346
555 888 968
346 643 -944
122 783 -248
810 225 -95
364 501 301
324 631 -879
334 638 753
636 597 -503
350 700 194
588 727 -582
691 119 524
382 258 -888
616 30 -744
278 368 296
610 794 -165
94 755 -53
253 669 740
703 255 -261
314 937 -121
285 73 677
1 299 520
319 719 567
920 370 -908
274 815 -404
232 734 919
798 977 481
40 988 160
975 373 -435
467 840 271
360 572 789
122 378 239
384 517 285
940 294 -216
462 725 254
396 297 331
531 889 378
996 965 -48
281 741 -327
683 195 197
931 196 926
752 822 -948
456 969 -672
257 923 338
778 373 -401
36 250 -790
272 844 -942
607 320 -187
618 887 -939
327 518 -596
140 553 -314
691 234 733
744 270 -424
419 633 -818
974 651 801
961 8 -105
638 820 359
784 926 -747
25 132 946
439 725 -197
895 4 -845
416 66 -590
1 275 -994
730 889 609
638 374 -311
742 759 -230
713 530 -611
522 992 -895
335 967 -253
908 291 276
865 217 -63
397 327 617
637 89 -7
73 158 -177
150 970 942
365 980 322
390 902 -700
155 123 -230
316 663 -638
427 197 287
207 287 -519
655 243 -965
186 452 676
553 669 -271
984 125 -849
131 734 -314
234 991 521
2 611 -108
563 250 -484
673 312 -241
982 480 198
836 898 -60
946 667 -921
982 305 -480
682 270 -186
900 264 356
359 423 244
737 980 515
509 463 845
765 912 -546
928 412 -554
315 840 -365
660 65 386
837 577 813
65 806 -50
237 885 692
189 697 -84
538 765 -818
740 961 -246
894 542 574
601 506 -414
375 836 976
390 106 811
757 865 784
273 178 -984
396 762 -46
721 787 -439
813 494 -861
394 493 400
801 25 121
194 471 183
987 583 -757
45 838 -769
947 189 -268
288 894 800
639 369 -145
432 828 -430
736 261 -35
715 311 -14
805 718 110
229 862 229
572 703 -471
610 770 -967
750 804 -441
424 268 -230
223 853 -186
624 82 -792
366 839 43
648 763 588
355 156 -185
495 676 610
880 524 451
108 709 863
367 621 566
379 259 -714
302 368 810
585 766 350
844 243 -761
476 705 -52
227 544 245
112 357 -320
422 382 432
208 979 -510
3 598 -499
241 600 864
550 825 187
943 926 -412
422 606 662
773 31 427
106 237 -780
860 780 -841
395 692 -312
117 24 -980
490 523 -11
749 564 -106
732 845 -95
186 717 599
544 619 -586
919 172 290
910 704 -968
210 431 -777
433 439 -888
264 814 -381
507 425 -306
225 978 14
668 643 989
820 756 709
540 828 654
138 102 -453
760 237 -50
804 815 -18
650 615 682
572 538 957
89 496 703
351 629 955
841 990 -50
302 751 556
81 389 -918
441 565 315
711 708 -995
614 223 -552
635 669 121
507 749 -408
396 786 -318
631 119 991
347 331 945
214 597 -630
768 42 792
934 330 159
574 640 534
818 731 346
472 114 -949
714 62 -943
690 373 103
95 746 -196
593 47 -753
822 50 586
366 358 919
744 741 887
80 492 477
227 15 -810
29 411 -91
781 805 -524
50 209 -86
604 735 955
990 159 -229
423 619 -83
517 203 -140
634 325 -92
542 736 -532
674 4 -131
9 431 354
814 792 -226
355 528 670
278 219 197
168 461 -784
413 86 -135
167 286 440
470 43 72
487 29 -649
888 351 328
24 513 -933
518 115 -217
895 519 -179
998 325 -467
235 556 894
919 815 -754
823 369 975
856 990 -842
186 254 -535
178 233 -811
523 750 -212
764 596 319
620 226 -231
928 805 431
914 178 -356
702 365 784
853 698 -679
794 600 -476
206 729 -645
562 953 -994
291 310 -747
742 367 -130
110 810 -877
762 996 67
701 166 194
326 323 -376
361 681 -473
991 465 -291
175 952 -854
300 30 -454
855 736 735
380 479 -717
591 857 404
917 839 -807
611 394 282
811 777 507
952 694 588
141 835 -863
635 221 524
338 303 500
746 976 -930
862 236 -401
232 543 281
614 254 -545
432 313 6
799 765 -902
5 467 -41
279 442 -323
699 697 -187
642 992 -845
927 449 518
211 289 636
392 290 -352
928 409 -328
487 786 172
219 734 590
286 952 -659
735 924 577
220 840 456
39 241 270
183 475 -919
415 101 540
662 930 -922
392 660 -610
736 316 14
974 92 -577
693 482 423
25 600 352
226 436 -282
160 842 87
117 52 -778
236 156 -806
72 503 687
148 315 -514
960 279 -752
497 722 -140
764 845 -250
8 82 672
77 722 -477
530 532 751
479 612 -529
744 754 977
21 571 -4
278 811 -700
267 313 -644
914 100 -588
328 143 -240
63 621 -802
879 414 568
23 724 94
105 393 -598
785 947 217
31 19 -528
508 82 -510
357 178 576
299 83 850
99 784 750
755 708 -136
62 386 -91
509 485 -975
736 596 861
85 918 589
901 968 298
497 985 483
865 141 297
107 32 738
170 723 917
762 543 304
682 638 951
343 475 241
368 120 -124
306 641 201
248 679 282
420 452 -36
838 855 -250
390 664 160
894 860 -725
366 936 866
716 770 -796
234 2 148
756 127 -988
217 814 -828
610 196 -234
241 840 292
537 468 830
234 491 184
93 910 -526
338 242 619
59 930 847
337 547 -394
775 130 -826
997 268 -215
711 456 169
664 357 -113
103 758 -499
170 307 -559
246 364 614
919 566 577
917 610 -435
394 412 -922
766 747 118
567 387 -888
899 292 894
10 59 525
19 119 410
707 804 -174
839 178 -781
716 249 -305
113 374 117
173 472 566
702 106 352
52 79 -869
636 503 -668
154 520 -416
303 542 750
780 171 -179
96 434 -176
402 873 -682
44 791 605
548 472 910
884 404 668
720 24 894
799 77 -919
833 21 853
875 399 715
342 997 -837
750 529 174
264 894 -859
880 628 262
708 605 620
902 782 -600
425 94 222
529 540 390
521 390 -200
679 971 -621
178 567 -144
324 153 -881
657 884 -852
915 425 562
882 639 908
626 6 -405
561 59 695
145 214 282
197 132 827
48 536 991
610 252 514
490 231 154
325 425 -885
556 934 178
569 634 -760
619 209 160
102 66 -855
