(48648, 1681)
(48657, 5)
(48899, 4890)
(49104, 4109)
(49171, 2856)
(49172, 2857)
(49231, 1629)
(49259, 1519)
(49259, 4894)
(49260, 4893)
(49387, 4778)
(49388, 4777)
(49607, 1687)
(49624, 3723)
(49670, 3218)
(50171, 2151)
(50192, 1939)
(50299, 992)
(50321, 4003)
(50322, 4002)
(50323, 4001)
(50444, 2178)
(50445, 2177)
(50526, 3099)
(50722, 4297)
(50810, 5284)
(50994, 4320)
(50995, 4321)
(51031, 4400)
(51126, 2005)
(51127, 2004)
(51128, 2003)
(51223, 3220)
(51580, 4757)
(51585, 233)
(51964, 1935)
(51977, 3160)
(51977, 4286)
(51978, 3161)
(51978, 4285)
(51978, 4296)
(51986, 1554)
(52152, 3266)
(52153, 3267)
(52238, 3369)
(52416, 5032)
(52417, 5031)
(52440, 4499)
(52469, 221)
(52598, 1464)
(52614, 1775)
(52624, 4610)
(52913, 3707)
(53084, 4738)
(53085, 4739)
(53086, 4740)
(53155, 397)
(53193, 3228)
(53195, 2384)
(53478, 3525)
(53480, 2529)
(53481, 2528)
(53482, 2527)
(53737, 2567)
(53767, 1710)
(53947, 4666)
(53947, 308)
(53948, 307)
(53980, 4091)
(53997, 5340)
(54014, 775)
(54015, 776)
(54017, 70)
(54162, 4872)
(54169, 5479)
(54298, 4305)
(54395, 2089)
(54653, 2590)
(54745, 2940)
(54771, 5035)
(54870, 5148)
(54871, 5149)
(55093, 1267)
(55321, 572)
(55322, 573)
(55481, 5518)
(55528, 2597)
(55667, 1634)
(55682, 524)
(55683, 525)
(55981, 1559)
(56116, 2875)
(56117, 2876)
(56205, 5039)
(56206, 5038)
(56386, 4407)
(56467, 4172)
(56561, 5198)
(56562, 5199)
(56576, 3556)
(56577, 3555)
(57060, 1054)
(57816, 1141)
(57935, 5349)
(57948, 756)
(58060, 3075)
(58416, 3786)
(58914, 1181)
(58915, 1180)
(58944, 2604)
(58971, 518)
(59085, 3881)
(59274, 298)
(59398, 3286)
(59719, 1819)
(59719, 2944)
(59720, 1820)
(59720, 2943)
(59721, 1821)
(59898, 199)
(59937, 3750)
(60107, 5223)
(60134, 1942)
(60209, 3574)
(60257, 3723)
(60399, 1716)
(60434, 1220)
(60435, 1221)
(60535, 1701)
(60538, 4787)
(60579, 4363)
(60711, 2345)
(60772, 2057)
(60814, 866)
(61186, 58)
(61363, 420)
(61374, 4430)
(61447, 1232)
(61448, 1231)
(61485, 432)
(61533, 5409)
(61572, 3145)
(61576, 4292)
(61615, 4702)
(61646, 2843)
(61775, 5407)
(61776, 5408)
(61934, 1326)
(62197, 670)
(62220, 3214)
(62221, 3213)
(62326, 2908)
(62535, 2828)
(62536, 2829)
(62628, 3520)
(62629, 3521)
(62635, 5314)
(63008, 684)
(63212, 1512)
(63366, 813)
(63367, 3829)
(63367, 812)
(63540, 670)
(63584, 4872)
(63585, 4873)
(63643, 4672)
(63860, 5158)
(63861, 5157)
(63862, 5156)
(63890, 1582)
(64005, 4668)
(64014, 1959)
(64015, 1960)
(64124, 1231)
(64147, 5392)
(64275, 5528)
(64276, 5529)
(64277, 5530)
(64281, 1392)
(64282, 1393)
(64331, 734)
(64362, 2542)
(64399, 5426)
(64740, 94)
(64837, 5002)
(64863, 1519)
(64863, 4894)
(65189, 2802)
(65351, 1864)
(65367, 811)
(65367, 3830)
(65367, 4922)
(65663, 982)
(65664, 981)
(65753, 1063)
(65978, 3079)
(66074, 4714)
(66619, 4935)
(66765, 3054)
(66766, 3053)
(66805, 1804)
(66889, 3835)
(66992, 4999)
(67189, 4130)
(67195, 2409)
(67196, 2410)
(67288, 958)
(67461, 2114)
(67462, 2115)
(67472, 238)
(67758, 2031)
(67759, 2030)
(67930, 5189)
(67942, 865)
(67991, 711)
(68000, 1034)
(68001, 1033)
(68455, 3348)
(68456, 3347)
(68476, 5150)
(68497, 4484)
(68499, 2780)
(68500, 2779)
(68501, 2778)
(68502, 2777)
(68531, 2495)
(68563, 4554)
(68716, 831)
(68815, 2886)
(68816, 2887)
(68817, 2888)
(68858, 707)
(68859, 708)
(68860, 709)
(68936, 570)
(69190, 4486)
(69426, 4835)
(69595, 4230)
(69596, 5262)
(69597, 5261)
(69598, 5260)
(69625, 1332)
(69625, 2794)
(69626, 1333)
(69626, 2793)
(69626, 3420)
(69626, 4126)
(69627, 1334)
(69651, 1826)
(69865, 1784)
(69913, 2956)
(69914, 2957)
(69915, 2958)
(69915, 5077)
(70099, 1472)
(70126, 1824)
(70127, 1825)
(70128, 1826)
(70230, 36)
(70231, 35)
(70641, 1395)
(70799, 751)
(70839, 3299)
(70839, 5205)
(70839, 5382)
(70962, 3278)
(70963, 3279)
(71030, 2578)
(71031, 2577)
(71032, 2576)
(71262, 1896)
(71398, 59)
(71398, 4024)
(71490, 2361)
(71529, 1850)
(71529, 3770)
(71529, 4712)
(71530, 3769)
(71530, 4711)
(71531, 4710)
(71532, 4709)
(71563, 3105)
(71665, 4576)
(71704, 3877)
(71974, 2215)
(72480, 2875)
(73350, 2222)
(73364, 19)
(73829, 490)
(73868, 3538)
(73972, 484)
(73986, 477)
(74335, 2308)
(74367, 4125)
(74368, 4124)
(74374, 3372)
(74388, 3863)
(74389, 3862)
(74400, 765)
(74840, 2401)
(74861, 3977)
(74862, 3976)
(74882, 2763)
(75187, 4820)
(75218, 3036)
(75336, 941)
(75337, 942)
(75726, 4187)
(75726, 1276)
(75727, 4188)
(76254, 2815)
(76288, 2641)
(76430, 3923)
(76431, 3924)
(76432, 3925)
(76521, 1404)
(76754, 4031)
(76777, 2705)
(76778, 2706)
(76778, 3927)
(76872, 1678)
(76873, 1677)
(77069, 893)
(77093, 4512)
(77347, 826)
(77662, 2634)
(77702, 5169)
(77703, 5168)
(77704, 5167)
(77705, 5166)
(77848, 2269)
(78386, 4617)
(78680, 741)
(78736, 3545)
(78745, 866)
(78748, 4379)
(78749, 4380)
(78789, 4915)
(78892, 5421)
(78904, 85)
(79031, 2113)
(79048, 805)
(79049, 804)
(79050, 803)
(79051, 802)
(79052, 801)
(79083, 4791)
(79186, 3361)
(79187, 3362)
(79469, 3496)
(79483, 5345)
(79616, 2108)
(79713, 1050)
(79714, 1049)
(79841, 1172)
(79945, 2121)
(79946, 2120)
(80025, 5188)
(80026, 5187)
(80027, 5186)
(80344, 4005)
(80974, 1943)
(81128, 3978)
(81453, 1873)
(81502, 135)
(81608, 4511)
(81834, 3867)
(81947, 4262)
(81948, 4261)
(82015, 811)
(82015, 3830)
(82015, 4922)
(82019, 1661)
(82100, 4319)
(82177, 4968)
(82191, 4453)
(82192, 4452)
(82246, 4531)
(82439, 3099)
(82465, 187)
(82897, 2843)
(82898, 2842)
(82922, 3242)
(83105, 5064)
(83234, 1842)
(83295, 3064)
(83296, 3063)
(83537, 402)
(83550, 3246)
(83598, 3173)
(83763, 2317)
(83764, 2318)
(83844, 3646)
(83915, 5368)
(83944, 3395)
(84279, 3001)
(84280, 3000)
(84288, 3001)
(84295, 3839)
(84296, 3838)
(84331, 515)
(84335, 2974)
(84336, 2975)
(84473, 3123)
(84663, 415)
(84719, 2262)
(84842, 3805)
(84843, 3804)
(85020, 870)
(85309, 4504)
(85310, 4503)
(85357, 4598)
(85358, 4599)
(85369, 5006)
(85370, 5007)
(85433, 3034)
(85489, 5458)
(85542, 1549)
(85660, 3231)
(85661, 3232)
(85662, 3233)
(85680, 131)
(85680, 1949)
(85709, 1296)
(85821, 224)
(85822, 225)
(86018, 1043)
(86019, 1044)
(86019, 2333)
(86037, 158)
(86037, 2238)
(86038, 159)
(86107, 1422)
(86118, 0)
(86168, 506)
(86181, 3136)
(86339, 3017)
(86339, 3780)
(86546, 4775)
(86562, 5001)
(86614, 496)
(86690, 2401)
(86691, 2402)
(86707, 5290)
(87345, 3878)
(87653, 3518)
(87654, 3517)
(87777, 1651)
(87794, 2024)
(87895, 2857)
(88006, 5084)
(88013, 1333)
(88013, 2793)
(88013, 3420)
(88013, 4126)
(88014, 1334)
(88015, 1335)
(88305, 2334)
(88306, 1044)
(88306, 2333)
(88343, 3501)
(88420, 2327)
(88421, 2326)
(88878, 3917)
(88922, 1909)
(88925, 1614)
(88991, 1052)
(89078, 2100)
(89364, 1536)
(89433, 4884)
(89670, 5382)
(89670, 3299)
(89670, 5205)
(89728, 4421)
(89819, 3629)
(89889, 1165)
(89890, 1164)
(89901, 968)
(89901, 3699)
(89902, 967)
(89902, 3698)
(89938, 1915)
(89939, 1914)
(89940, 1913)
(89963, 5361)
(90013, 1768)
(90049, 5253)
(90050, 5254)
(90166, 4709)
(90274, 911)
(90302, 5397)
(90406, 3743)
(90466, 2941)
(90762, 3243)
(90763, 3242)
(90839, 4983)
(90855, 260)
(90999, 2559)
(91035, 4010)
(91163, 1039)
(91238, 899)
(91587, 1014)
(91597, 287)
(91647, 2773)
(91899, 885)
(92153, 651)
(92154, 652)
(92155, 653)
(92156, 654)
(92158, 3678)
(92200, 3052)
(92450, 2410)
(92451, 2409)
(92452, 2408)
(92504, 2654)
(92525, 4483)
(92647, 3437)
(92647, 4096)
(92769, 578)
(92818, 634)
(92981, 3092)
(92982, 3093)
(92983, 3094)
(93058, 3997)
(93059, 3996)
(93060, 3995)
(93265, 612)
(93287, 1159)
(93361, 4150)
(93362, 4149)
(93363, 4148)
(93364, 4907)
(93364, 193)
(93364, 4147)
(93365, 192)
(93383, 1851)
(93383, 3771)
(93403, 1386)
(93412, 511)
(93502, 210)
(93503, 209)
(93504, 208)
(93591, 3397)
(93592, 3396)
(94053, 4698)
(94072, 1009)
(94227, 1515)
(94344, 3835)
(94476, 1078)
(94538, 5176)
(94711, 399)
(94939, 1490)
(94952, 3704)
(94953, 3705)
(94982, 3253)
(95033, 4597)
(95138, 2956)
(95139, 2957)
(95140, 2958)
(95140, 5077)
(95185, 2184)
(95312, 4912)
(95457, 5424)
(95598, 728)
(95742, 3516)
(96137, 1864)
(96146, 292)
(96460, 2796)
(96508, 982)
(96552, 5530)
(96592, 2544)
(96646, 659)
(97059, 2183)
(97060, 1557)
(97176, 343)
(97180, 2505)
(97181, 2506)
(97182, 3929)
(97191, 3810)
(97192, 3811)
(97206, 5223)
(97207, 5222)
(97249, 229)
(97272, 4148)
(97273, 4907)
(97273, 193)
(97273, 4147)
(97274, 4146)
(97410, 1850)
(97410, 3770)
(97410, 4712)
(97411, 1849)
(97486, 2678)
(97622, 5471)
(97623, 5472)
(97715, 4069)
(97798, 4929)
(97805, 2268)
(97942, 5403)
(98102, 4184)
(98103, 4185)
(98104, 4186)
(98105, 4187)
(98105, 1276)
(98392, 1304)
(98393, 1305)
(98394, 1306)
(98395, 1307)
(98403, 2715)
(98477, 4702)
(98704, 4234)
(98705, 4235)
(98812, 4303)
(98946, 824)
(99060, 438)
(99373, 5537)
(99546, 3489)
(99676, 1670)
(99746, 3067)
(99747, 3068)
(100356, 3358)
(100357, 3359)
(100371, 549)
(100456, 817)
