16
953 1750
89 933 112
421 716 409
165 34 335
278 71 492
223 854 423
147 906 118
454 41 673
672 692 314
940 834 475
42 264 319
114 67 646
150 724 629
764 539 288
506 687 506
119 452 1000
351 303 115
357 914 252
242 778 960
86 32 834
57 124 892
870 619 660
16 340 99
293 939 470
870 28 864
729 592 833
56 766 864
82 741 451
132 473 956
531 348 127
668 183 126
213 306 230
185 870 248
749 539 265
719 675 420
399 40 810
735 651 932
827 443 71
712 724 612
142 642 1
927 144 849
180 756 53
194 585 247
310 487 801
782 336 116
309 706 907
833 173 826
85 322 275
884 366 748
795 321 173
310 645 673
354 17 371
651 380 514
468 353 922
14 325 349
882 866 589
509 760 114
218 636 130
29 262 476
220 509 699
814 481 293
950 22 622
878 854 735
311 49 214
887 167 710
917 319 266
489 295 760
59 768 610
191 177 228
394 727 533
883 810 827
936 389 996
942 162 562
224 897 890
741 712 63
269 483 815
297 844 860
337 898 353
879 296 700
126 649 950
937 74 27
106 23 945
220 932 344
236 181 257
47 416 458
833 228 152
379 687 125
621 930 983
63 693 573
853 952 89
563 320 155
798 911 114
343 698 958
435 941 183
386 265 158
107 674 124
516 496 375
93 23 558
616 919 933
839 935 893
267 369 53
498 864 714
931 906 724
77 693 232
900 800 974
918 558 744
387 241 838
365 940 620
455 435 897
520 60 884
875 719 376
269 140 502
295 776 390
513 144 873
914 202 210
386 83 554
429 679 5
729 289 620
299 715 621
667 459 807
742 399 884
241 930 481
440 509 571
253 751 520
224 480 489
551 490 842
861 680 853
609 17 429
326 139 777
864 577 670
542 764 800
447 365 531
464 492 794
804 95 452
517 895 674
21 637 22
570 477 685
469 170 538
791 76 302
683 96 644
892 483 573
584 200 676
313 384 22
647 948 662
632 690 338
483 793 349
720 312 777
277 264 522
316 319 677
66 590 890
574 812 814
119 922 279
827 823 658
347 11 426
726 949 615
281 547 160
910 901 899
247 355 241
279 520 663
811 441 432
677 526 626
690 634 960
139 279 297
363 592 769
7 353 861
171 295 627
371 858 649
807 153 350
215 722 800
640 159 26
873 715 644
296 375 566
108 880 524
612 356 195
23 21 479
249 661 163
563 669 370
760 686 561
202 364 115
650 845 213
361 185 303
941 194 613
623 493 23
953 340 96
364 118 821
71 145 777
370 329 167
821 653 225
719 687 766
822 180 435
634 235 694
572 796 167
723 116 139
830 807 730
582 573 483
386 475 511
111 512 198
339 163 532
326 48 787
731 99 24
798 452 557
212 875 469
905 119 227
559 121 341
713 565 29
902 221 553
24 625 662
32 551 716
43 104 137
606 601 186
640 622 994
714 916 489
401 544 905
659 431 247
815 238 244
861 228 827
809 181 289
901 309 90
601 518 426
672 701 905
184 860 719
231 482 277
118 454 524
507 412 42
72 63 820
84 849 604
713 336 303
400 761 546
544 6 392
606 869 878
276 571 757
277 496 948
161 117 420
515 652 84
122 281 833
816 623 443
588 359 726
354 524 297
511 505 9
140 302 422
311 929 801
768 461 953
455 946 756
344 599 4
565 312 510
690 407 635
237 631 198
388 389 333
593 227 430
399 69 623
896 515 20
365 370 96
671 488 355
85 609 608
474 238 450
846 719 493
620 623 710
545 934 720
238 494 171
569 88 460
9 438 32
846 579 632
847 552 522
681 585 457
769 604 72
488 393 525
736 524 271
310 646 536
41 537 963
350 543 625
945 3 851
858 282 87
554 721 846
894 175 789
894 497 103
719 712 912
660 691 69
496 913 866
542 612 549
860 342 385
482 512 590
149 666 77
640 224 495
563 270 650
561 703 387
130 466 108
816 372 280
821 455 809
696 703 966
660 89 186
704 316 329
326 406 112
409 455 945
862 158 875
807 190 698
640 130 738
332 146 275
727 395 841
702 440 219
860 90 170
634 363 602
340 554 290
523 411 455
146 348 796
70 881 158
658 387 391
507 653 657
500 523 124
880 550 394
663 223 631
537 25 863
642 227 113
575 684 353
57 764 9
65 652 793
738 483 119
212 438 934
194 322 1
539 497 566
490 361 440
538 220 82
428 462 725
406 208 968
547 158 423
70 399 93
916 909 272
690 823 406
878 443 987
655 5 37
397 345 500
128 237 302
162 823 671
272 165 647
146 278 195
541 294 872
108 389 310
345 657 165
684 428 255
760 694 800
196 938 542
622 395 154
186 159 593
924 373 195
582 374 914
10 343 752
154 310 711
832 352 497
216 228 515
315 521 803
579 710 924
514 936 291
888 795 952
192 103 251
344 363 486
778 181 916
810 11 75
809 321 708
366 223 80
622 87 421
15 229 723
292 206 275
781 364 399
903 617 785
69 316 756
930 703 527
584 886 936
810 346 495
302 481 930
878 918 918
851 617 951
946 330 678
531 107 755
179 430 977
667 309 532
694 836 305
341 351 260
781 273 716
137 656 722
270 219 447
639 829 939
327 625 911
225 375 71
781 864 180
423 581 655
449 387 680
887 148 833
390 323 712
660 923 943
869 862 151
65 59 783
382 184 711
426 53 689
777 608 396
860 694 149
602 135 4
590 476 760
3 530 995
289 718 107
518 414 36
425 898 892
678 454 950
781 685 853
422 789 380
196 70 916
636 695 903
407 579 24
55 448 114
324 757 85
371 469 208
378 707 64
168 175 101
380 386 397
139 372 583
344 351 622
868 664 556
369 901 200
186 339 965
735 807 568
280 858 582
541 297 523
409 229 256
18 870 811
947 84 231
359 47 894
790 555 429
112 667 128
473 307 72
66 440 352
295 104 760
131 835 405
678 479 625
265 611 344
478 381 448
584 333 758
741 805 926
350 248 386
57 160 540
107 572 720
160 599 497
664 207 436
715 221 939
168 271 595
516 114 567
181 801 275
373 814 487
527 419 177
204 708 208
937 561 308
225 699 254
640 512 913
218 486 594
253 905 866
484 246 208
891 576 257
931 424 504
466 164 974
279 832 233
234 632 497
416 769 944
267 184 199
814 720 804
406 85 904
455 922 349
182 225 995
24 66 132
922 683 924
89 113 900
433 318 768
812 194 541
347 806 914
826 351 26
174 99 681
744 682 706
176 684 730
285 768 787
120 302 440
36 786 457
258 402 696
680 144 439
198 876 565
369 15 860
808 431 622
869 698 808
457 529 513
422 592 835
309 163 549
55 786 861
71 298 542
183 557 653
857 254 476
191 892 336
684 277 189
759 78 161
711 93 206
262 885 294
330 581 260
311 354 835
887 532 195
22 24 664
278 816 407
16 910 105
495 320 686
20 58 352
597 762 518
124 190 178
528 396 428
200 836 645
498 620 316
702 162 171
128 816 886
242 655 56
429 61 485
2 255 741
63 847 331
440 515 226
364 725 130
155 540 364
235 14 505
689 556 267
730 813 664
717 837 535
499 820 414
2 779 111
431 123 904
904 385 568
939 753 533
183 909 104
733 642 372
550 135 887
64 11 384
228 852 646
814 39 81
450 298 469
42 192 944
811 376 916
478 559 465
806 945 915
803 743 50
575 784 154
145 499 793
693 30 593
417 928 573
921 869 281
499 88 210
359 337 843
609 759 176
357 393 351
834 907 501
136 496 821
15 322 231
768 516 369
821 49 234
256 762 636
69 124 106
731 614 832
497 891 633
612 693 898
342 879 734
599 168 464
885 851 631
827 364 758
912 559 755
466 791 105
7 75 862
815 528 932
823 509 931
15 442 815
353 40 670
848 647 113
705 344 153
816 200 963
215 332 557
532 502 245
427 458 992
779 232 716
129 27 246
326 9 166
887 115 808
789 80 789
52 11 518
703 152 87
160 399 593
293 26 74
552 549 425
378 86 397
99 885 595
746 488 606
819 537 382
312 888 58
425 902 336
528 276 105
224 3 23
485 328 586
53 769 700
639 482 145
536 737 333
777 301 680
607 511 704
534 365 583
413 467 515
132 807 614
317 457 590
505 862 382
652 460 692
846 838 771
510 288 102
678 270 406
281 932 647
582 155 372
773 517 602
821 308 98
109 67 435
185 505 79
651 188 54
157 721 522
78 261 488
346 211 30
29 104 222
607 600 605
941 310 401
279 459 482
10 277 750
612 2 420
170 339 320
382 83 128
377 536 904
579 363 796
850 761 31
346 244 393
881 18 167
945 953 668
780 598 107
546 761 591
611 872 767
282 249 384
313 442 265
854 841 480
287 123 362
641 452 806
664 932 476
610 341 684
356 781 687
509 905 843
277 261 491
941 649 621
651 54 625
178 189 815
634 639 928
186 238 613
472 744 439
463 747 860
604 907 124
891 5 925
198 472 403
672 584 213
835 484 940
330 367 294
785 7 589
36 698 749
230 243 468
343 924 123
372 941 746
19 407 523
869 136 4
359 570 692
532 31 564
506 88 717
739 285 979
104 335 562
922 609 750
38 30 177
317 53 569
579 224 734
93 788 539
565 711 167
824 680 819
870 334 543
111 636 816
706 72 298
338 501 136
113 873 284
684 431 637
353 89 920
746 920 39
870 235 389
398 337 977
800 170 830
335 923 513
371 278 70
601 167 957
337 495 639
718 823 134
514 338 232
850 852 994
872 396 380
580 493 978
512 331 611
47 133 94
473 525 146
247 113 45
877 573 72
732 296 500
225 742 351
894 424 504
748 845 118
395 20 807
254 48 966
671 83 699
204 448 279
712 289 43
260 726 72
846 712 93
937 791 699
217 132 251
789 573 923
918 892 804
233 314 477
906 832 249
885 119 375
285 843 317
942 302 977
562 502 918
261 158 535
899 52 24
924 552 560
280 479 173
750 320 611
745 442 184
747 297 904
263 174 900
137 864 457
537 268 967
78 795 82
17 213 75
877 347 772
412 308 613
868 622 592
563 414 91
879 614 702
47 821 325
250 435 681
539 676 109
631 264 990
378 738 817
270 364 465
409 286 36
317 103 690
478 715 148
127 812 930
195 751 66
516 580 838
918 269 419
896 718 14
365 191 723
388 927 539
768 314 494
576 571 574
181 352 356
403 388 916
947 726 515
816 615 456
181 31 268
462 370 970
738 72 323
151 742 422
675 12 564
757 705 19
614 333 246
783 752 552
307 163 256
859 423 921
205 678 199
254 824 658
738 126 399
552 450 823
330 187 696
840 335 295
524 354 877
435 815 563
191 205 884
378 131 155
854 286 129
883 841 436
10 303 511
273 16 62
595 914 996
161 914 629
462 644 171
341 139 170
134 534 499
123 5 461
234 585 746
318 283 177
389 112 929
171 813 429
766 149 430
226 377 800
80 607 363
22 557 482
317 279 780
257 533 266
907 388 887
734 876 932
930 688 954
252 473 974
779 858 665
251 36 37
295 397 310
412 208 261
614 87 985
527 753 575
711 361 456
136 434 4
431 399 330
720 63 576
621 417 854
266 690 346
440 874 234
185 457 726
750 385 116
529 775 438
840 801 171
46 434 975
59 380 843
667 628 65
507 934 250
747 764 335
933 653 73
884 856 581
156 172 796
528 93 845
791 886 237
299 736 918
735 443 30
733 384 353
885 235 351
121 393 587
651 521 795
795 242 387
398 220 827
589 396 927
837 512 562
149 27 960
475 688 874
828 207 930
543 516 615
729 305 628
893 947 39
521 169 449
104 63 698
510 408 696
547 920 512
899 910 997
650 698 450
140 720 780
376 33 81
643 828 265
24 184 621
316 864 410
338 692 608
549 246 947
773 906 995
143 854 566
360 739 96
430 13 999
459 546 63
307 934 969
915 402 748
558 147 970
940 17 513
700 683 899
385 832 566
76 892 985
730 386 734
614 366 208
734 130 523
429 428 315
75 725 715
818 290 687
944 701 531
259 845 129
475 142 814
579 98 429
464 547 172
529 287 664
704 536 284
80 381 14
465 633 88
514 541 253
192 53 744
636 932 108
260 578 240
678 874 339
208 818 232
858 336 314
52 737 847
165 415 192
142 615 585
860 873 128
280 150 859
903 902 464
796 651 544
688 716 746
717 264 744
237 876 356
109 871 894
760 770 97
846 550 340
515 436 190
380 598 709
264 648 413
381 731 124
944 861 962
598 31 77
248 255 594
697 591 241
942 286 159
450 459 723
333 543 771
319 116 979
844 908 514
696 198 450
374 628 931
828 81 440
30 308 660
219 519 850
7 319 292
324 676 899
133 660 256
118 567 447
632 291 426
65 859 211
627 850 993
143 398 325
197 150 940
396 947 28
557 43 574
196 510 300
75 731 120
91 128 943
351 540 633
911 20 148
430 585 893
603 417 415
341 384 219
334 32 216
939 776 535
656 517 930
746 114 821
141 413 858
508 549 129
670 679 274
561 803 482
564 33 463
141 652 290
61 132 454
506 777 372
291 61 547
484 643 576
420 146 765
752 490 606
44 592 13
72 943 586
667 878 982
46 295 289
881 494 771
785 151 906
692 47 498
64 126 353
320 886 418
904 475 7
702 60 713
1 134 462
843 804 621
289 886 756
162 721 698
433 719 533
794 478 834
53 916 574
79 858 305
675 577 681
490 138 496
262 540 642
870 828 212
896 372 691
697 682 947
607 236 815
805 338 216
911 172 706
332 901 793
179 886 715
628 205 484
256 309 913
183 44 691
121 677 612
245 31 856
814 287 282
630 917 10
784 471 773
942 527 860
614 508 514
761 619 370
238 91 642
898 165 347
931 177 153
404 243 527
365 677 359
906 863 331
43 281 581
314 75 304
133 317 112
133 152 831
416 144 456
503 275 605
226 547 475
573 943 802
196 160 63
186 598 876
515 847 806
453 25 164
99 261 189
384 806 228
391 493 794
472 643 761
55 177 460
87 926 992
825 926 800
300 880 854
694 871 167
819 433 26
900 497 552
601 355 645
21 404 292
797 828 357
857 717 401
514 788 736
434 234 466
301 729 758
123 768 430
573 742 664
352 395 532
260 429 901
307 157 67
626 523 566
642 92 977
474 184 452
943 545 900
948 680 770
180 672 579
538 512 886
937 562 737
583 288 887
323 447 554
793 755 451
9 58 727
570 23 294
715 742 172
172 868 62
768 42 406
43 316 942
777 206 329
806 462 108
500 870 29
716 31 881
567 835 944
225 504 34
419 900 83
505 179 497
257 892 434
598 161 708
155 335 416
845 481 1
486 886 927
559 695 732
237 608 815
259 149 462
728 580 561
484 459 887
11 736 182
480 37 223
226 198 545
809 396 942
905 880 846
847 402 172
118 906 951
69 159 917
37 380 227
836 866 742
466 896 150
580 246 941
555 58 696
216 654 347
156 134 571
207 288 339
389 68 618
431 195 472
840 759 324
627 569 326
565 872 134
10 135 756
492 707 969
423 385 378
581 574 996
806 156 699
806 552 196
243 502 345
544 689 453
542 369 859
376 442 94
483 751 446
196 428 703
361 818 328
527 830 986
541 184 883
145 389 407
862 584 41
635 384 47
646 895 602
377 133 671
860 674 348
554 636 447
712 931 168
508 725 905
237 547 178
722 907 424
825 752 622
813 297 191
191 771 781
417 887 52
255 888 161
653 165 617
878 170 928
422 406 629
394 477 752
855 156 916
164 841 316
663 24 296
306 434 376
330 482 871
845 326 819
729 714 202
901 168 718
118 149 559
631 11 417
837 566 311
139 375 680
942 753 814
804 540 870
768 446 525
58 714 121
848 244 786
518 744 163
113 608 538
735 870 773
505 148 490
653 820 408
73 166 874
120 190 923
292 934 253
667 801 815
722 688 902
489 760 778
639 278 669
571 496 854
85 241 710
148 486 448
307 658 733
670 850 162
267 935 479
229 711 350
487 364 486
807 256 465
6 714 523
489 713 804
758 769 60
538 146 199
698 114 48
327 53 664
799 470 418
125 296 73
657 644 619
761 455 615
274 425 83
717 786 689
485 232 377
242 483 237
120 744 527
393 290 491
21 432 910
611 292 466
465 383 190
121 513 163
330 58 449
210 896 93
28 480 232
632 18 430
733 932 412
32 345 861
388 29 968
458 943 943
810 884 559
216 314 572
297 13 33
337 278 671
266 702 115
751 540 635
740 374 603
353 284 87
605 121 914
754 393 451
893 99 263
796 544 657
30 8 424
233 948 426
394 779 324
582 211 193
831 575 117
835 638 513
923 591 689
166 369 749
362 176 144
647 822 848
600 203 981
370 417 339
799 549 820
889 333 520
801 581 551
456 152 448
392 730 234
185 935 206
553 670 680
915 1840
191 887 872
385 446 707
427 284 216
333 10 255
620 58 508
452 244 152
264 714 647
501 591 436
447 841 754
514 175 823
517 197 383
102 312 29
428 315 263
608 482 752
529 345 944
55 501 634
864 185 807
170 29 804
25 322 613
68 5 977
683 410 351
92 195 915
507 672 49
331 482 523
75 148 413
140 332 927
245 428 607
251 172 223
234 144 577
265 302 655
841 226 681
529 561 855
584 647 122
640 335 124
628 345 771
283 360 841
615 840 84
281 868 872
124 32 888
73 24 620
646 615 264
342 162 118
341 617 260
544 290 652
433 859 254
320 881 448
482 779 57
618 121 186
14 390 512
909 353 42
414 589 257
563 224 92
644 353 286
690 623 78
605 159 958
536 651 381
468 263 803
782 845 759
105 877 345
591 418 963
12 165 810
795 24 748
884 529 18
698 246 716
141 452 864
280 333 580
738 271 726
319 767 434
100 409 987
441 760 462
410 120 228
1 468 843
718 38 562
3 593 694
569 77 218
270 168 58
264 103 375
503 34 218
353 217 435
828 322 167
9 568 474
231 815 694
25 304 68
617 589 147
150 619 805
816 868 771
23 631 926
331 337 715
707 540 847
485 467 710
327 194 867
661 828 430
438 141 541
857 459 295
295 897 373
122 898 556
504 72 389
70 642 681
568 19 807
672 117 109
642 242 205
451 492 37
213 861 806
511 172 601
193 594 247
3 390 904
791 651 18
573 52 626
687 863 262
14 819 976
821 41 986
181 559 461
40 500 944
129 438 450
707 675 356
293 891 391
795 805 936
708 72 653
137 482 637
128 658 818
55 711 281
716 348 68
264 870 432
864 143 830
628 799 85
689 107 671
326 735 496
518 554 621
879 820 528
20 139 384
534 754 950
464 705 887
653 195 400
12 529 626
204 58 112
286 746 212
75 59 933
522 96 912
24 16 477
624 59 908
26 36 288
756 732 879
715 800 735
731 262 226
447 236 315
858 872 69
215 367 545
263 842 225
264 861 578
710 228 590
141 499 907
682 322 743
778 365 803
159 364 756
817 700 517
544 711 405
708 593 100
333 632 657
209 278 358
658 897 132
787 551 759
385 546 208
759 463 730
908 266 347
197 133 766
238 128 316
869 456 359
456 419 108
293 499 15
915 645 829
577 6 883
45 350 437
45 822 865
705 479 580
158 476 341
322 128 194
794 708 995
913 50 438
690 10 518
205 850 993
244 263 610
772 812 146
756 650 606
895 784 98
681 761 884
349 846 884
352 740 975
116 669 558
499 735 16
518 733 838
10 862 176
893 433 408
308 187 418
384 367 935
248 88 963
824 629 430
152 644 260
101 264 406
750 83 615
866 794 157
912 466 817
59 627 332
440 908 81
886 707 318
306 487 600
425 290 94
376 182 540
804 728 228
394 510 961
290 187 493
95 38 643
313 905 834
513 280 863
636 5 812
413 877 326
523 777 74
379 663 786
8 367 166
543 889 959
861 383 22
77 820 66
233 602 833
754 643 636
614 797 990
902 211 302
373 721 808
159 56 86
647 440 231
92 862 331
196 814 424
333 558 596
744 562 250
523 343 109
834 708 428
430 884 777
520 190 564
685 71 440
196 228 457
560 811 240
484 384 74
480 819 54
278 58 445
420 169 505
814 1 318
529 828 783
635 341 730
780 261 236
42 397 984
758 843 551
672 424 17
101 361 816
882 157 386
763 405 258
395 394 290
190 648 812
40 767 244
592 477 251
549 115 590
491 570 226
106 493 148
134 716 825
258 509 433
825 456 283
767 486 909
125 87 730
452 256 982
382 628 726
606 159 852
651 101 680
594 655 292
227 208 523
393 142 977
641 668 589
744 841 650
478 205 542
857 787 691
502 178 834
644 193 267
562 120 158
770 765 385
227 771 880
280 762 746
316 385 408
847 169 475
280 455 449
35 254 561
630 621 11
371 248 931
99 3 524
845 427 330
499 279 182
329 543 753
172 414 393
175 81 186
863 103 532
587 446 58
612 194 678
713 389 503
696 688 118
463 229 504
341 300 806
285 140 119
42 566 273
229 238 884
159 347 497
533 666 318
162 703 142
641 736 956
3 667 685
420 561 110
80 586 220
120 359 863
507 757 811
613 696 148
624 90 492
392 119 906
751 320 514
275 428 14
592 446 429
850 202 933
168 371 66
796 467 564
540 233 965
518 721 594
213 139 460
729 399 72
89 819 606
493 610 67
678 340 803
474 118 288
633 870 609
763 210 678
224 327 111
886 320 593
176 858 277
637 498 74
5 727 978
125 888 100
663 824 765
620 610 445
544 893 474
756 717 418
572 358 486
685 310 834
233 448 374
337 116 764
891 708 421
231 801 680
205 280 231
642 826 152
700 420 313
506 130 150
191 508 843
394 252 467
357 328 342
754 744 654
311 253 686
317 872 810
353 606 410
195 795 309
55 600 507
2 58 901
388 383 872
854 307 917
368 714 419
270 19 496
18 529 369
292 570 468
899 13 465
223 784 651
368 552 397
1 522 640
77 846 597
837 68 83
697 74 682
7 38 404
57 888 306
666 655 908
510 709 724
247 370 386
858 574 62
828 595 638
859 18 173
1 880 443
805 188 734
10 755 392
276 606 547
91 810 403
32 652 816
448 462 864
389 9 129
183 698 185
647 169 213
661 182 493
250 586 639
308 681 321
579 58 362
882 85 747
766 812 765
210 219 202
536 267 790
331 866 195
403 869 898
393 616 981
827 491 924
720 885 316
642 752 171
288 535 915
39 214 945
410 431 186
411 338 666
73 395 47
742 521 148
139 428 536
692 301 363
754 641 819
776 395 858
459 487 184
96 558 406
624 522 535
243 62 459
174 894 832
685 205 538
686 150 72
893 61 547
799 316 543
277 407 170
825 780 918
596 822 499
750 747 196
754 887 608
306 141 484
759 697 392
668 725 484
303 713 888
744 733 970
633 19 625
546 861 862
300 675 630
360 216 74
148 257 374
870 583 501
305 1 409
288 453 2
26 830 62
849 904 216
337 731 834
29 736 191
441 322 145
24 61 184
202 756 88
559 157 374
177 787 193
534 545 759
658 793 568
794 129 226
146 263 187
277 701 547
720 727 902
25 737 44
534 355 812
577 329 189
133 148 484
49 505 124
265 685 964
456 256 383
282 674 932
906 835 952
638 598 64
678 51 104
816 512 263
177 765 393
803 306 47
620 563 679
497 817 309
19 915 638
881 399 462
157 174 327
261 831 722
488 34 263
191 247 101
131 464 955
517 119 854
599 808 641
257 571 188
136 250 514
292 828 784
146 743 413
96 534 877
100 785 287
753 634 169
163 863 301
465 371 80
122 166 894
562 604 473
130 464 960
840 142 218
181 823 659
302 482 74
470 320 456
554 711 411
823 321 146
378 114 165
780 68 677
842 266 990
724 440 337
179 40 842
70 659 868
135 417 959
527 310 376
156 876 42
683 258 747
538 51 219
664 184 62
826 883 359
593 339 205
365 77 275
47 729 924
358 468 609
66 758 535
62 19 335
92 489 796
722 470 570
184 236 639
639 588 314
353 870 338
168 200 116
136 741 549
484 118 254
347 646 306
334 912 97
777 899 58
866 572 18
642 904 493
686 311 875
480 413 2
373 660 692
521 835 502
794 295 757
218 811 480
36 160 432
854 158 809
401 87 272
388 801 980
838 244 963
253 344 179
425 669 524
367 259 945
771 9 231
160 810 545
641 401 86
252 913 83
887 598 408
297 74 703
31 868 65
226 724 70
638 342 974
173 722 766
386 35 13
700 818 720
152 555 115
808 321 385
785 151 916
191 154 152
133 477 736
845 866 982
466 606 679
458 171 705
432 254 174
549 735 571
770 32 126
544 257 796
153 131 628
460 471 493
155 829 876
875 637 664
341 301 250
526 281 98
649 577 62
